symbol_a,symbol_b,lag,correlation,p_value,stability,n_overlap_days
VTI,XLU,20,-0.029209,0.02150439,0.0544,6215
VTI,XLU,30,-0.011255,0.37614287,0.0574,6215
XLU,VTI,1,-0.073372,1e-08,0.0571,6215
XLU,VTI,2,-0.012036,0.34285182,0.0678,6215
XLU,VTI,3,-0.01632,0.19841242,0.0649,6215
XLU,VTI,4,-0.04057,0.00138398,0.0445,6215
XLU,VTI,5,-0.020966,0.09852538,0.0794,6215
XLU,VTI,7,0.010387,0.41318922,0.061,6215
XLU,VTI,10,-0.024599,0.05266745,0.0648,6215
XLU,VTI,14,0.019661,0.1216043,0.0552,6215
XLU,VTI,20,0.002123,0.867346,0.0592,6215
XLU,VTI,30,0.007619,0.54909955,0.0535,6215
VTI,XLV,1,-0.056266,9.08e-06,0.0668,6215
VTI,XLV,2,0.000853,0.94640242,0.063,6215
VTI,XLV,3,0.00266,0.83395033,0.0532,6215
VTI,XLV,4,-0.02724,0.0318105,0.0765,6215
VTI,XLV,5,-0.004231,0.73887211,0.0416,6215
VTI,XLV,7,0.027108,0.03269169,0.0698,6215
VTI,XLV,10,-0.014097,0.2668955,0.062,6215
VTI,XLV,14,-0.006742,0.59553707,0.0523,6215
VTI,XLV,20,-0.001421,0.91099052,0.0573,6215
VTI,XLV,30,-0.013563,0.28621133,0.0681,6215
XLV,VTI,1,-0.083025,0.0,0.0727,6215
XLV,VTI,2,-0.004816,0.70428055,0.0658,6215
XLV,VTI,3,-0.007764,0.54064527,0.06,6215
XLV,VTI,4,-0.022062,0.08211082,0.061,6215
XLV,VTI,5,-0.010406,0.41226222,0.0464,6215
XLV,VTI,7,0.046131,0.00027702,0.0698,6215
XLV,VTI,10,-0.00174,0.89100738,0.0503,6215
XLV,VTI,14,0.001832,0.88532773,0.0474,6215
XLV,VTI,20,0.00828,0.51469001,0.0631,6215
XLV,VTI,30,0.008491,0.50434551,0.0466,6215
VTI,XOM,1,-0.097791,0.0,0.0668,6215
VTI,XOM,2,0.000267,0.98322111,0.0697,6215
VTI,XOM,3,0.003509,0.78215538,0.0736,6215
VTI,XOM,4,-0.022391,0.07764289,0.062,6215
VTI,XOM,5,-0.00944,0.45699277,0.0707,6215
VTI,XOM,7,0.017445,0.16934221,0.0708,6215
VTI,XOM,10,-0.011611,0.36046421,0.0416,6215
VTI,XOM,14,-0.023404,0.06535406,0.0474,6215
VTI,XOM,20,0.024251,0.05630743,0.0622,6215
VTI,XOM,30,0.000261,0.98364058,0.0544,6215
XOM,VTI,1,-0.076529,0.0,0.0745,6215
XOM,VTI,2,-0.018142,0.15277604,0.0503,6215
XOM,VTI,3,0.02931,0.02087977,0.0755,6215
XOM,VTI,4,-0.034559,0.00645212,0.0668,6215
XOM,VTI,5,-0.015216,0.23057342,0.0493,6215
XOM,VTI,7,0.002118,0.86749071,0.0465,6215
XOM,VTI,10,0.012384,0.32939259,0.0571,6215
XOM,VTI,14,-0.002018,0.87375843,0.0561,6215
XOM,VTI,20,0.004685,0.71234851,0.0437,6215
XOM,VTI,30,0.016043,0.20711305,0.0612,6215
VTI,^TNX,1,-0.045573,0.0003283,0.0688,6209
VTI,^TNX,2,-0.009311,0.46329063,0.0591,6209
VTI,^TNX,3,-0.0262,0.03902767,0.0532,6209
VTI,^TNX,4,-0.047694,0.00017105,0.0649,6209
VTI,^TNX,5,0.009025,0.4772489,0.0503,6209
VTI,^TNX,7,0.021417,0.09170673,0.0416,6209
VTI,^TNX,10,0.022305,0.07907946,0.0563,6209
VTI,^TNX,14,-0.013957,0.27205447,0.0544,6209
VTI,^TNX,20,0.007943,0.53215097,0.0554,6209
VTI,^TNX,30,0.043197,0.00068259,0.0506,6209
^TNX,VTI,1,-0.068306,7e-08,0.0698,6209
^TNX,VTI,2,0.013554,0.285677,0.0552,6209
^TNX,VTI,3,-0.007379,0.56108514,0.0542,6209
^TNX,VTI,4,-0.028141,0.02664299,0.0571,6209
^TNX,VTI,5,0.005117,0.68697893,0.0542,6209
^TNX,VTI,7,0.005907,0.64184394,0.0581,6209
^TNX,VTI,10,-0.000935,0.94129883,0.0408,6209
^TNX,VTI,14,0.024453,0.05428153,0.0505,6209
^TNX,VTI,20,-0.010558,0.40628249,0.0525,6209
^TNX,VTI,30,0.023945,0.05981927,0.0603,6209
VTI,^VIX,1,0.074194,0.0,0.0794,6215
VTI,^VIX,2,0.028744,0.02347282,0.0629,6215
VTI,^VIX,3,0.022138,0.08103976,0.0436,6215
VTI,^VIX,4,0.020248,0.11057718,0.0493,6215
VTI,^VIX,5,0.01824,0.150649,0.059,6215
VTI,^VIX,7,0.017141,0.1768847,0.0367,6215
VTI,^VIX,10,-0.007279,0.56647851,0.0407,6215
VTI,^VIX,14,0.01893,0.13608691,0.0455,6215
VTI,^VIX,20,0.000682,0.95720327,0.0379,6215
VTI,^VIX,30,0.008777,0.49012442,0.0574,6215
^VIX,VTI,1,0.037826,0.00286106,0.0562,6215
^VIX,VTI,2,-0.010196,0.42168607,0.0755,6215
^VIX,VTI,3,-0.008062,0.52524556,0.0659,6215
^VIX,VTI,4,0.021162,0.09538949,0.0726,6215
^VIX,VTI,5,0.008389,0.50864481,0.0464,6215
^VIX,VTI,7,-0.027756,0.02874857,0.0552,6215
^VIX,VTI,10,-0.016982,0.18104344,0.061,6215
^VIX,VTI,14,0.002561,0.8401761,0.0416,6215
^VIX,VTI,20,-0.009307,0.46393692,0.0563,6215
^VIX,VTI,30,0.005911,0.64206223,0.0573,6215
VTI,^VIX3M,1,0.088905,0.0,0.0763,4939
VTI,^VIX3M,2,0.011547,0.41726181,0.0684,4939
VTI,^VIX3M,3,0.016149,0.25664715,0.0537,4939
VTI,^VIX3M,4,0.017436,0.22069771,0.0489,4939
VTI,^VIX3M,5,0.013457,0.34461938,0.0567,4939
VTI,^VIX3M,7,0.007922,0.57806848,0.041,4939
VTI,^VIX3M,10,0.000862,0.95178272,0.0557,4939
VTI,^VIX3M,14,0.021722,0.12746062,0.0469,4939
VTI,^VIX3M,20,-0.002898,0.83895496,0.0449,4939
VTI,^VIX3M,30,0.006091,0.66962533,0.0333,4939
^VIX3M,VTI,1,0.062239,1.205e-05,0.0596,4939
^VIX3M,VTI,2,-0.021437,0.13205108,0.0899,4939
^VIX3M,VTI,3,-0.008883,0.5326607,0.0724,4939
^VIX3M,VTI,4,0.025358,0.07487115,0.0763,4939
^VIX3M,VTI,5,0.007089,0.61859766,0.0538,4939
^VIX3M,VTI,7,-0.041321,0.00370305,0.0538,4939
^VIX3M,VTI,10,-0.019558,0.16979238,0.0635,4939
^VIX3M,VTI,14,0.010862,0.44599934,0.0576,4939
^VIX3M,VTI,20,-0.003163,0.82448648,0.0616,4939
^VIX3M,VTI,30,0.000259,0.98553514,0.0609,4939
WGMI,WMT,1,0.005108,0.87062732,0.0358,1020
WGMI,WMT,2,0.008087,0.79663511,0.0598,1020
WGMI,WMT,3,-0.009932,0.75173603,0.0514,1020
WGMI,WMT,4,0.002972,0.92461555,0.0579,1020
WGMI,WMT,5,-0.033825,0.28165073,0.0523,1020
WGMI,WMT,7,0.037046,0.23877999,0.0675,1020
WGMI,WMT,10,-0.029962,0.34148245,0.0363,1020
WGMI,WMT,14,0.021821,0.48935269,0.0349,1020
WGMI,WMT,20,-0.00551,0.86184727,0.0491,1020
WGMI,WMT,30,-0.014572,0.64700168,0.0689,1020
WMT,WGMI,1,-0.02357,0.45231136,0.0463,1020
WMT,WGMI,2,0.00465,0.88218855,0.0465,1020
WMT,WGMI,3,0.009132,0.77114089,0.0434,1020
WMT,WGMI,4,0.003715,0.90586455,0.0441,1020
WMT,WGMI,5,0.021172,0.50047041,0.0519,1020
WMT,WGMI,7,-0.019057,0.54461878,0.0698,1020
WMT,WGMI,10,0.020563,0.51391224,0.065,1020
WMT,WGMI,14,-0.027889,0.37689771,0.0383,1020
WMT,WGMI,20,0.018737,0.55396369,0.0598,1020
WMT,WGMI,30,0.040946,0.19801081,0.0454,1020
WGMI,WULF,1,0.052816,0.09181429,0.0551,1021
WGMI,WULF,2,-0.000227,0.99421417,0.0443,1021
WGMI,WULF,3,-0.005791,0.85357567,0.0468,1021
WGMI,WULF,4,-0.036709,0.24215686,0.0822,1021
WGMI,WULF,5,-0.04419,0.15927551,0.05,1021
WGMI,WULF,7,0.013295,0.67240053,0.0266,1021
WGMI,WULF,10,-0.009449,0.76412827,0.0372,1021
WGMI,WULF,14,-0.032929,0.29651145,0.0752,1021
WGMI,WULF,20,0.007796,0.80541981,0.0516,1021
WGMI,WULF,30,0.025016,0.4314979,0.059,1021
WULF,WGMI,1,-0.007853,0.80220792,0.0491,1021
WULF,WGMI,2,0.000594,0.98487864,0.0318,1021
WULF,WGMI,3,0.025796,0.41097389,0.0701,1021
WULF,WGMI,4,0.009695,0.75747703,0.0475,1021
WULF,WGMI,5,0.002429,0.9383731,0.0515,1021
WULF,WGMI,7,-0.010587,0.7363195,0.0322,1021
WULF,WGMI,10,-0.024682,0.43308197,0.055,1021
WULF,WGMI,14,-0.039688,0.208256,0.0472,1021
WULF,WGMI,20,0.026111,0.40923648,0.0599,1021
WULF,WGMI,30,-0.063224,0.04661656,0.0675,1021
WGMI,XLK,1,-0.001892,0.95190406,0.0587,1020
WGMI,XLK,2,0.004228,0.89282831,0.0561,1020
WGMI,XLK,3,-0.043252,0.16811997,0.0595,1020
WGMI,XLK,4,-0.021051,0.50270802,0.0539,1020
WGMI,XLK,5,0.011683,0.71007812,0.0895,1020
WGMI,XLK,7,0.013357,0.6711265,0.0306,1020
WGMI,XLK,10,-0.025436,0.41937323,0.0478,1020
WGMI,XLK,14,-0.026995,0.39238059,0.0521,1020
WGMI,XLK,20,-0.011319,0.72072159,0.0366,1020
WGMI,XLK,30,-0.003337,0.91648364,0.0655,1020
XLK,WGMI,1,0.010079,0.74795257,0.0447,1020
XLK,WGMI,2,0.013259,0.6726182,0.0612,1020
XLK,WGMI,3,-0.034387,0.27326014,0.0514,1020
XLK,WGMI,4,-0.044103,0.1601012,0.0883,1020
XLK,WGMI,5,-0.007625,0.80828402,0.0403,1020
XLK,WGMI,7,-0.001165,0.97045344,0.0443,1020
XLK,WGMI,10,-0.012685,0.68719886,0.0568,1020
XLK,WGMI,14,-0.049641,0.11560314,0.1024,1020
XLK,WGMI,20,0.024553,0.43799709,0.0449,1020
XLK,WGMI,30,-0.023876,0.45300967,0.0421,1020
WGMI,XLP,1,-0.003412,0.91332253,0.065,1021
WGMI,XLP,2,0.017345,0.58022185,0.0551,1021
WGMI,XLP,3,-0.018925,0.54640955,0.066,1021
WGMI,XLP,4,0.006057,0.84700998,0.0354,1021
WGMI,XLP,5,0.007928,0.80073613,0.0304,1021
WGMI,XLP,7,0.028803,0.3595455,0.1149,1021
WGMI,XLP,10,-0.015984,0.61170223,0.034,1021
WGMI,XLP,14,0.027377,0.38547233,0.0448,1021
WGMI,XLP,20,0.008329,0.79239554,0.0433,1021
WGMI,XLP,30,-0.026442,0.40570235,0.1314,1021
XLP,WGMI,1,-0.022046,0.48186283,0.0467,1021
XLP,WGMI,2,0.01647,0.59947984,0.0585,1021
XLP,WGMI,3,-0.040446,0.1972487,0.0677,1021
XLP,WGMI,4,0.022455,0.47440981,0.0384,1021
XLP,WGMI,5,-0.007968,0.79974053,0.0402,1021
XLP,WGMI,7,-0.015717,0.6171472,0.0656,1021
XLP,WGMI,10,-5.9e-05,0.99851643,0.0699,1021
XLP,WGMI,14,-0.020143,0.5231553,0.0481,1021
XLP,WGMI,20,0.013798,0.66281143,0.0763,1021
XLP,WGMI,30,0.003439,0.91388678,0.0588,1021
WGMI,XLU,1,0.01532,0.62504674,0.0498,1021
WGMI,XLU,2,0.000715,0.98180259,0.0401,1021
WGMI,XLU,3,-0.009427,0.76384775,0.0378,1021
WGMI,XLU,4,-0.006424,0.83788374,0.0611,1021
WGMI,XLU,5,0.024626,0.43297909,0.0305,1021
WGMI,XLU,7,0.03323,0.29044125,0.0582,1021
WGMI,XLU,10,-0.038952,0.21591635,0.0234,1021
WGMI,XLU,14,-0.028341,0.36896186,0.0503,1021
WGMI,XLU,20,0.011039,0.72721463,0.0285,1021
WGMI,XLU,30,-0.074442,0.01909114,0.0967,1021
XLU,WGMI,1,0.034001,0.27797543,0.0611,1021
XLU,WGMI,2,0.026759,0.39349004,0.0493,1021
XLU,WGMI,3,0.000502,0.98724079,0.0809,1021
XLU,WGMI,4,-0.061455,0.05008185,0.0507,1021
XLU,WGMI,5,-0.014888,0.63551034,0.0288,1021
XLU,WGMI,7,0.023147,0.46156216,0.0314,1021
XLU,WGMI,10,0.008625,0.78414624,0.0643,1021
XLU,WGMI,14,-0.021324,0.49909051,0.0325,1021
XLU,WGMI,20,0.079775,0.01157466,0.0859,1021
XLU,WGMI,30,0.045332,0.15386864,0.0412,1021
WGMI,XLV,1,0.030588,0.32910236,0.0445,1021
WGMI,XLV,2,-0.00322,0.91823759,0.0469,1021
WGMI,XLV,3,-0.075539,0.0159251,0.0802,1021
WGMI,XLV,4,0.004949,0.8747498,0.0394,1021
WGMI,XLV,5,-0.001699,0.95685279,0.0614,1021
WGMI,XLV,7,0.017209,0.58413415,0.0665,1021
WGMI,XLV,10,-0.002753,0.93032269,0.0389,1021
WGMI,XLV,14,0.039913,0.20569556,0.0521,1021
WGMI,XLV,20,0.042366,0.18046843,0.04,1021
WGMI,XLV,30,-0.043292,0.17327071,0.1125,1021
XLV,WGMI,1,0.003145,0.92009678,0.0667,1021
XLV,WGMI,2,0.03383,0.2806383,0.0498,1021
XLV,WGMI,3,-0.018477,0.55595203,0.0793,1021
XLV,WGMI,4,-0.039359,0.20980315,0.0759,1021
XLV,WGMI,5,0.012535,0.68984226,0.0346,1021
XLV,WGMI,7,-0.005056,0.8722462,0.0314,1021
XLV,WGMI,10,0.009751,0.75680825,0.0461,1021
XLV,WGMI,14,-0.001491,0.96231333,0.0365,1021
XLV,WGMI,20,0.023609,0.45558573,0.0813,1021
XLV,WGMI,30,-0.043307,0.17312769,0.064,1021
WGMI,XOM,1,0.00098,0.97508327,0.044,1020
WGMI,XOM,2,-0.02764,0.37834059,0.0385,1020
WGMI,XOM,3,-0.018676,0.55190672,0.0385,1020
WGMI,XOM,4,0.001295,0.96711572,0.0605,1020
WGMI,XOM,5,-0.01353,0.66680232,0.0895,1020
WGMI,XOM,7,0.092572,0.00318769,0.0657,1020
WGMI,XOM,10,-0.042305,0.17913573,0.071,1020
WGMI,XOM,14,-0.06231,0.04818008,0.0308,1020
WGMI,XOM,20,0.02565,0.41779376,0.0583,1020
WGMI,XOM,30,-0.029803,0.3488888,0.1132,1020
XOM,WGMI,1,-0.017982,0.5664017,0.0422,1020
XOM,WGMI,2,0.003387,0.91403763,0.0612,1020
XOM,WGMI,3,-0.021049,0.50253243,0.0564,1020
XOM,WGMI,4,-0.067414,0.031667,0.0369,1020
XOM,WGMI,5,-0.017218,0.58375665,0.067,1020
XOM,WGMI,7,-0.029776,0.34376756,0.0509,1020
XOM,WGMI,10,-0.000991,0.97491832,0.047,1020
XOM,WGMI,14,-0.01328,0.67396492,0.0825,1020
XOM,WGMI,20,0.034244,0.27931508,0.0736,1020
XOM,WGMI,30,0.001835,0.95401648,0.0489,1020
WGMI,^TNX,1,0.00116,0.97047216,0.0306,1021
WGMI,^TNX,2,-0.028273,0.36727577,0.051,1021
WGMI,^TNX,3,-0.018082,0.56444108,0.0514,1021
WGMI,^TNX,4,0.012002,0.70223439,0.0248,1021
WGMI,^TNX,5,0.006024,0.84790791,0.0498,1021
WGMI,^TNX,7,0.026291,0.4029806,0.0427,1021
WGMI,^TNX,10,0.030019,0.34032492,0.0398,1021
WGMI,^TNX,14,-0.008879,0.77838695,0.0662,1021
WGMI,^TNX,20,0.018059,0.56819713,0.0815,1021
WGMI,^TNX,30,0.013573,0.66954705,0.0733,1021
^TNX,WGMI,1,-0.053702,0.08648606,0.0846,1021
^TNX,WGMI,2,-0.044462,0.15611576,0.0308,1021
^TNX,WGMI,3,-0.025282,0.42037042,0.0419,1021
^TNX,WGMI,4,-0.025,0.42580556,0.0663,1021
^TNX,WGMI,5,-0.022311,0.47747932,0.0451,1021
^TNX,WGMI,7,0.00059,0.98503969,0.0362,1021
^TNX,WGMI,10,-0.065067,0.03859096,0.0561,1021
^TNX,WGMI,14,-0.033488,0.28839233,0.0546,1021
^TNX,WGMI,20,-0.042466,0.17944194,0.0523,1021
^TNX,WGMI,30,-0.041623,0.19046398,0.0215,1021
WGMI,^VIX,1,0.000166,0.99576501,0.0811,1021
WGMI,^VIX,2,0.043277,0.1674524,0.0881,1021
WGMI,^VIX,3,0.052937,0.09138948,0.0685,1021
WGMI,^VIX,4,-0.012415,0.6925071,0.0564,1021
WGMI,^VIX,5,-0.000918,0.97669696,0.0515,1021
WGMI,^VIX,7,0.004669,0.8819615,0.0683,1021
WGMI,^VIX,10,0.040407,0.19923367,0.0567,1021
WGMI,^VIX,14,0.08545,0.00666347,0.0669,1021
WGMI,^VIX,20,-0.002615,0.93414407,0.0425,1021
WGMI,^VIX,30,-0.018459,0.56163474,0.0679,1021
^VIX,WGMI,1,0.007334,0.81503538,0.037,1021
^VIX,WGMI,2,-0.007734,0.80522119,0.0489,1021
^VIX,WGMI,3,-0.000836,0.97875695,0.0417,1021
^VIX,WGMI,4,0.050003,0.11101684,0.1037,1021
^VIX,WGMI,5,0.004806,0.8784039,0.0589,1021
^VIX,WGMI,7,-0.015435,0.62346888,0.037,1021
^VIX,WGMI,10,0.035357,0.26135653,0.0534,1021
^VIX,WGMI,14,0.046554,0.13987227,0.0975,1021
^VIX,WGMI,20,-0.0772,0.01456238,0.0666,1021
^VIX,WGMI,30,0.020531,0.51854821,0.0431,1021
WGMI,^VIX3M,1,0.003804,0.90341622,0.0936,1021
WGMI,^VIX3M,2,0.050253,0.10888713,0.0686,1021
WGMI,^VIX3M,3,0.059617,0.05723718,0.0791,1021
WGMI,^VIX3M,4,-0.011244,0.72022512,0.0393,1021
WGMI,^VIX3M,5,-0.005071,0.87175258,0.0579,1021
WGMI,^VIX3M,7,-0.021277,0.49855619,0.0635,1021
WGMI,^VIX3M,10,0.030879,0.32666413,0.0551,1021
WGMI,^VIX3M,14,0.081523,0.00965151,0.0629,1021
WGMI,^VIX3M,20,-0.00315,0.92072236,0.0399,1021
WGMI,^VIX3M,30,-0.012492,0.69447902,0.0679,1021
^VIX3M,WGMI,1,0.015176,0.62829614,0.0396,1021
^VIX3M,WGMI,2,-0.021745,0.48807552,0.0499,1021
^VIX3M,WGMI,3,0.006204,0.84328067,0.036,1021
^VIX3M,WGMI,4,0.054502,0.0823448,0.107,1021
^VIX3M,WGMI,5,-0.003943,0.90011288,0.0522,1021
^VIX3M,WGMI,7,-0.016267,0.60487206,0.0322,1021
^VIX3M,WGMI,10,0.023038,0.46434318,0.0502,1021
^VIX3M,WGMI,14,0.048902,0.12094413,0.0984,1021
^VIX3M,WGMI,20,-0.074093,0.01905245,0.0616,1021
^VIX3M,WGMI,30,0.010574,0.73955263,0.0563,1021
WMT,WULF,1,0.010078,0.36651029,0.0568,8032
WMT,WULF,2,-0.01163,0.29738616,0.0596,8032
WMT,WULF,3,-8.4e-05,0.99401362,0.0635,8032
WMT,WULF,4,-0.025612,0.02174102,0.0649,8032
WMT,WULF,5,-0.002695,0.80922286,0.0519,8032
WMT,WULF,7,-0.00711,0.52424381,0.0448,8032
WMT,WULF,10,0.004014,0.71925098,0.0571,8032
WMT,WULF,14,-0.005708,0.60935134,0.0715,8032
WMT,WULF,20,0.003367,0.76315423,0.0537,8032
WMT,WULF,30,0.01078,0.3349319,0.0502,8032
WULF,WMT,1,0.002363,0.83234183,0.0545,8032
WULF,WMT,2,0.007184,0.51976778,0.0654,8032
WULF,WMT,3,0.015439,0.16657962,0.0743,8032
WULF,WMT,4,-0.017644,0.11393224,0.0397,8032
WULF,WMT,5,-0.013248,0.23531417,0.0724,8032
WULF,WMT,7,0.000222,0.98415571,0.0517,8032
WULF,WMT,10,-0.004853,0.6638378,0.0537,8032
WULF,WMT,14,-0.006717,0.54756094,0.0546,8032
WULF,WMT,20,-0.000791,0.94358943,0.05,8032
WULF,WMT,30,-0.000476,0.96607561,0.0549,8032
WMT,XLK,1,-0.020424,0.09123703,0.0604,6840
WMT,XLK,2,-0.016321,0.17718622,0.0621,6840
WMT,XLK,3,-0.012036,0.31969818,0.0563,6840
WMT,XLK,4,0.010471,0.38671636,0.0592,6840
WMT,XLK,5,0.00824,0.49580778,0.0662,6840
WMT,XLK,7,0.026405,0.02906207,0.077,6840
WMT,XLK,10,-0.00588,0.62707394,0.0612,6840
WMT,XLK,14,-0.009078,0.45333128,0.0662,6840
WMT,XLK,20,0.009859,0.41560802,0.0454,6840
WMT,XLK,30,0.010264,0.39704086,0.0534,6840
XLK,WMT,1,-0.063987,1.2e-07,0.0861,6840
XLK,WMT,2,-0.016982,0.16028142,0.067,6840
XLK,WMT,3,0.018771,0.12068037,0.0553,6840
XLK,WMT,4,-0.02854,0.01828839,0.0691,6840
XLK,WMT,5,-0.042335,0.0004636,0.0612,6840
XLK,WMT,7,-0.005308,0.66089721,0.0553,6840
XLK,WMT,10,-0.025977,0.03180618,0.0554,6840
XLK,WMT,14,-0.004345,0.71963781,0.0504,6840
XLK,WMT,20,-0.019451,0.10823962,0.0573,6840
XLK,WMT,30,-0.007884,0.51535042,0.0398,6840
WMT,XLP,1,-0.037073,0.00216654,0.0812,6840
WMT,XLP,2,-0.016211,0.18012469,0.0719,6840
WMT,XLP,3,-0.027737,0.02181806,0.0475,6840
WMT,XLP,4,-0.00344,0.7761117,0.0543,6840
WMT,XLP,5,0.000845,0.94432443,0.0582,6840
WMT,XLP,7,-0.006302,0.60249066,0.0662,6840
WMT,XLP,10,0.009503,0.43231769,0.0552,6840
WMT,XLP,14,0.002034,0.86658834,0.0514,6840
WMT,XLP,20,-0.003973,0.74289876,0.0583,6840
WMT,XLP,30,-0.028162,0.0201214,0.0505,6840
XLP,WMT,1,-0.050142,3.346e-05,0.0624,6840
XLP,WMT,2,-0.020312,0.0930596,0.066,6840
XLP,WMT,3,-0.014253,0.23866501,0.062,6840
XLP,WMT,4,-0.005729,0.63580011,0.071,6840
XLP,WMT,5,-0.024444,0.04329678,0.0767,6840
XLP,WMT,7,-0.020255,0.09408894,0.0621,6840
XLP,WMT,10,-0.01322,0.27466853,0.077,6840
XLP,WMT,14,-0.017191,0.15556929,0.0445,6840
XLP,WMT,20,-0.004594,0.70443011,0.0633,6840
XLP,WMT,30,0.001404,0.90778036,0.0573,6840
WMT,XLU,1,-0.031837,0.00846279,0.0634,6840
WMT,XLU,2,-0.00177,0.88364041,0.0641,6840
WMT,XLU,3,-0.029318,0.01533924,0.0515,6840
WMT,XLU,4,0.013609,0.26057212,0.0582,6840
WMT,XLU,5,0.016492,0.17279667,0.073,6840
WMT,XLU,7,-0.002776,0.81852044,0.069,6840
WMT,XLU,10,-0.00453,0.70815769,0.0573,6840
WMT,XLU,14,0.020088,0.09701759,0.0445,6840
WMT,XLU,20,-0.016887,0.16318721,0.0632,6840
WMT,XLU,30,-0.016193,0.18150044,0.0398,6840
XLU,WMT,1,-0.059993,6.9e-07,0.0782,6840
XLU,WMT,2,-0.014631,0.2263912,0.066,6840
XLU,WMT,3,0.011069,0.36013121,0.0524,6840
XLU,WMT,4,-0.010963,0.36479905,0.0583,6840
XLU,WMT,5,-0.029016,0.01644278,0.0699,6840
XLU,WMT,7,-0.019859,0.10070309,0.0592,6840
XLU,WMT,10,-0.014688,0.22485502,0.0456,6840
XLU,WMT,14,-0.000497,0.96725728,0.0505,6840
XLU,WMT,20,-0.002896,0.81104566,0.0416,6840
XLU,WMT,30,-0.024514,0.04308212,0.0466,6840
WMT,XLV,1,0.007742,0.52205376,0.0951,6840
WMT,XLV,2,-0.010573,0.3820043,0.0492,6840
WMT,XLV,3,-0.026116,0.03081619,0.0486,6840
WMT,XLV,4,-0.01386,0.25188531,0.0553,6840
WMT,XLV,5,0.002323,0.84773126,0.0611,6840
WMT,XLV,7,-0.003207,0.79099398,0.0739,6840
WMT,XLV,10,0.001918,0.87406281,0.076,6840
WMT,XLV,14,-0.00813,0.50184875,0.0503,6840
WMT,XLV,20,0.014497,0.23129953,0.0514,6840
WMT,XLV,30,-0.009544,0.43102835,0.0563,6840
XLV,WMT,1,-0.062532,2.3e-07,0.1059,6840
XLV,WMT,2,-0.018559,0.12489215,0.0649,6840
XLV,WMT,3,-0.004528,0.70816041,0.0485,6840
XLV,WMT,4,-0.021507,0.07539006,0.0612,6840
XLV,WMT,5,-0.040549,0.0007991,0.0719,6840
XLV,WMT,7,0.009571,0.42893412,0.0602,6840
XLV,WMT,10,-0.005023,0.67811657,0.0691,6840
XLV,WMT,14,0.007998,0.50883295,0.0504,6840
XLV,WMT,20,-0.018139,0.13417225,0.0514,6840
XLV,WMT,30,-0.011185,0.3560594,0.0427,6840
WMT,XOM,1,-0.02965,0.00057269,0.0704,13491
WMT,XOM,2,-0.01053,0.22134996,0.0506,13491
WMT,XOM,3,-0.02918,0.0007008,0.0605,13491
WMT,XOM,4,-0.011778,0.171401,0.0565,13491
WMT,XOM,5,0.005212,0.54503687,0.0706,13491
WMT,XOM,7,-0.004669,0.58773116,0.0577,13491
WMT,XOM,10,0.006622,0.44203007,0.0607,13491
WMT,XOM,14,0.002259,0.79311787,0.0736,13491
WMT,XOM,20,0.013624,0.113827,0.0517,13491
WMT,XOM,30,0.007982,0.35444403,0.0637,13491
XOM,WMT,1,-0.008441,0.32691212,0.0942,13491
XOM,WMT,2,-0.022823,0.00803069,0.0565,13491
XOM,WMT,3,-0.008383,0.33031294,0.0803,13491
XOM,WMT,4,-0.011814,0.17007087,0.0555,13491
XOM,WMT,5,-0.010619,0.21753179,0.0637,13491
XOM,WMT,7,-0.004117,0.63266727,0.0488,13491
XOM,WMT,10,-0.002451,0.77595559,0.0617,13491
XOM,WMT,14,-0.003672,0.66996277,0.0617,13491
XOM,WMT,20,-0.003898,0.65099026,0.0567,13491
XOM,WMT,30,-0.010493,0.22348902,0.0577,13491
WMT,^TNX,1,-0.006091,0.48085623,0.0719,13397
WMT,^TNX,2,0.005329,0.53743058,0.0571,13397
WMT,^TNX,3,-0.005083,0.55639506,0.0463,13397
WMT,^TNX,4,-0.002838,0.7426123,0.069,13397
WMT,^TNX,5,-0.002113,0.80688222,0.0512,13397
WMT,^TNX,7,0.009743,0.25960725,0.0414,13397
WMT,^TNX,10,-0.011618,0.17889002,0.0641,13397
WMT,^TNX,14,0.008009,0.35423077,0.0522,13397
WMT,^TNX,20,-0.010598,0.2203257,0.0631,13397
WMT,^TNX,30,0.01762,0.04164197,0.0671,13397
^TNX,WMT,1,-0.050787,0.0,0.0562,13397
^TNX,WMT,2,0.001641,0.84938712,0.0571,13397
^TNX,WMT,3,0.011654,0.17745723,0.068,13397
^TNX,WMT,4,-0.003194,0.71171301,0.0581,13397
^TNX,WMT,5,-0.001883,0.8275597,0.0483,13397
^TNX,WMT,7,-0.020178,0.01954701,0.0512,13397
^TNX,WMT,10,-0.010153,0.24013394,0.0592,13397
^TNX,WMT,14,0.007015,0.4170941,0.0483,13397
^TNX,WMT,20,-0.010354,0.2311184,0.0532,13397
^TNX,WMT,30,-0.009236,0.2856505,0.0533,13397
WMT,^VIX,1,0.022164,0.03441434,0.0614,9109
WMT,^VIX,2,0.028081,0.00736375,0.0634,9109
WMT,^VIX,3,0.00415,0.69213963,0.0436,9109
WMT,^VIX,4,-0.001035,0.92137575,0.0644,9109
WMT,^VIX,5,0.005526,0.5980323,0.0545,9109
WMT,^VIX,7,0.021601,0.03932388,0.0614,9109
WMT,^VIX,10,-0.011369,0.27820204,0.0465,9109
