symbol_a,symbol_b,lag,correlation,p_value,stability,n_overlap_days
CLSK,BITF,2,0.01603,0.51602391,0.0422,1646
CLSK,BITF,3,0.076779,0.00184326,0.0834,1646
CLSK,BITF,4,0.001965,0.93658497,0.0527,1646
CLSK,BITF,5,-0.026826,0.27745634,0.0663,1646
CLSK,BITF,7,0.039717,0.10797859,0.0424,1646
CLSK,BITF,10,0.000278,0.99104786,0.0347,1646
CLSK,BITF,14,-0.014002,0.5718934,0.0476,1646
CLSK,BITF,20,0.010115,0.68359142,0.0614,1646
CLSK,BITF,30,0.006254,0.8016364,0.0438,1646
BITF,COIN,1,0.014351,0.61538081,0.0713,1229
BITF,COIN,2,-0.018916,0.50797736,0.0632,1229
BITF,COIN,3,0.007652,0.78895424,0.0622,1229
BITF,COIN,4,-0.034574,0.22657644,0.0536,1229
BITF,COIN,5,0.016182,0.57167374,0.0293,1229
BITF,COIN,7,0.015173,0.59619444,0.0557,1229
BITF,COIN,10,0.002251,0.93742623,0.0666,1229
BITF,COIN,14,0.037713,0.18896234,0.0805,1229
BITF,COIN,20,0.016265,0.57206804,0.0422,1229
BITF,COIN,30,-0.011008,0.70336771,0.0272,1229
COIN,BITF,1,-0.024069,0.39939464,0.0452,1229
COIN,BITF,2,9.7e-05,0.99729643,0.0235,1229
COIN,BITF,3,0.026771,0.34896931,0.0483,1229
COIN,BITF,4,-0.045462,0.11175249,0.0554,1229
COIN,BITF,5,-0.025121,0.37987568,0.0737,1229
COIN,BITF,7,0.013735,0.63145352,0.0405,1229
COIN,BITF,10,-0.043426,0.12968244,0.0491,1229
COIN,BITF,14,-0.069446,0.01547409,0.0569,1229
COIN,BITF,20,0.00342,0.90543883,0.0489,1229
COIN,BITF,30,-0.049767,0.08497573,0.0425,1229
BITF,COST,1,-0.028,0.25652813,0.0531,1645
BITF,COST,2,0.022639,0.35911662,0.0464,1645
BITF,COST,3,-0.038676,0.1172042,0.0748,1645
BITF,COST,4,-0.007994,0.74625066,0.0627,1645
BITF,COST,5,0.000618,0.9800396,0.0286,1645
BITF,COST,7,0.048894,0.04786794,0.0897,1645
BITF,COST,10,-0.041328,0.09481602,0.0362,1645
BITF,COST,14,0.020164,0.41576292,0.0607,1645
BITF,COST,20,-0.032778,0.18661429,0.0559,1645
BITF,COST,30,-0.010796,0.66461216,0.0564,1645
COST,BITF,1,0.025935,0.29329042,0.0638,1645
COST,BITF,2,-0.001282,0.95857316,0.0516,1645
COST,BITF,3,-8.5e-05,0.99724965,0.0523,1645
COST,BITF,4,-0.003888,0.87494162,0.0567,1645
COST,BITF,5,-0.014093,0.56847003,0.0355,1645
COST,BITF,7,0.004067,0.8693661,0.0694,1645
COST,BITF,10,0.008726,0.72440605,0.0464,1645
COST,BITF,14,-0.029517,0.23349753,0.0521,1645
COST,BITF,20,-0.023445,0.34492101,0.0831,1645
COST,BITF,30,-0.01824,0.46386441,0.0617,1645
BITF,DIA,1,-0.001883,0.93917415,0.0539,1645
BITF,DIA,2,0.044951,0.06851756,0.0405,1645
BITF,DIA,3,-0.060302,0.01452933,0.0638,1645
BITF,DIA,4,0.025692,0.29827328,0.0488,1645
BITF,DIA,5,0.006623,0.78869593,0.058,1645
BITF,DIA,7,0.018673,0.45010792,0.058,1645
BITF,DIA,10,-0.044362,0.07292684,0.0357,1645
BITF,DIA,14,0.012715,0.60785839,0.0387,1645
BITF,DIA,20,0.001781,0.94279839,0.0526,1645
BITF,DIA,30,0.017911,0.47196414,0.0528,1645
DIA,BITF,1,0.048365,0.04991624,0.0518,1645
DIA,BITF,2,-0.039144,0.1127264,0.0519,1645
DIA,BITF,3,0.021507,0.38379712,0.0701,1645
DIA,BITF,4,-0.048901,0.04763425,0.0685,1645
DIA,BITF,5,-0.013499,0.58486566,0.0596,1645
DIA,BITF,7,-0.017048,0.49052499,0.0583,1645
DIA,BITF,10,0.058167,0.01866423,0.0662,1645
DIA,BITF,14,-0.024254,0.3276284,0.0503,1645
DIA,BITF,20,-0.002007,0.93557649,0.0607,1645
DIA,BITF,30,0.014483,0.56083543,0.0493,1645
BITF,DX-Y.NYB,1,-0.020526,0.40542362,0.0564,1646
BITF,DX-Y.NYB,2,-0.010941,0.6575472,0.0432,1646
BITF,DX-Y.NYB,3,0.015672,0.52554505,0.0657,1646
BITF,DX-Y.NYB,4,-0.004036,0.87017488,0.0454,1646
BITF,DX-Y.NYB,5,0.014216,0.56498319,0.0323,1646
BITF,DX-Y.NYB,7,-0.036426,0.14046385,0.064,1646
BITF,DX-Y.NYB,10,0.047594,0.05426787,0.0514,1646
BITF,DX-Y.NYB,14,-0.02579,0.2977641,0.0755,1646
BITF,DX-Y.NYB,20,0.042709,0.08513184,0.0571,1646
BITF,DX-Y.NYB,30,-0.008368,0.73677891,0.0613,1646
DX-Y.NYB,BITF,1,-0.017209,0.48548589,0.0382,1646
DX-Y.NYB,BITF,2,-0.003219,0.89622933,0.0644,1646
DX-Y.NYB,BITF,3,0.066959,0.00662547,0.0674,1646
DX-Y.NYB,BITF,4,-0.000761,0.97542755,0.063,1646
DX-Y.NYB,BITF,5,-0.009782,0.6921328,0.0452,1646
DX-Y.NYB,BITF,7,-0.021369,0.38728662,0.06,1646
DX-Y.NYB,BITF,10,0.003239,0.89585171,0.0586,1646
DX-Y.NYB,BITF,14,0.012526,0.61309367,0.036,1646
DX-Y.NYB,BITF,20,-0.036918,0.13673994,0.0442,1646
DX-Y.NYB,BITF,30,-0.008566,0.73078019,0.0482,1646
BITF,ETHU,1,-0.055752,0.24427298,0.087,439
BITF,ETHU,2,0.056428,0.2391313,0.0361,439
BITF,ETHU,3,-0.047857,0.31876921,0.0463,439
BITF,ETHU,4,-0.038607,0.42185609,0.046,439
BITF,ETHU,5,0.059775,0.21394531,0.0876,439
BITF,ETHU,7,-0.052577,0.27554598,0.0306,439
BITF,ETHU,10,-0.025567,0.59743871,0.0403,439
BITF,ETHU,14,-0.072635,0.13492321,0.0526,439
BITF,ETHU,20,0.037148,0.44821618,0.1234,439
BITF,ETHU,30,0.017245,0.7280597,0.0273,439
ETHU,BITF,1,-0.062272,0.19332773,0.0459,439
ETHU,BITF,2,-0.002978,0.9505042,0.0265,439
ETHU,BITF,3,0.00619,0.89744448,0.0365,439
ETHU,BITF,4,-0.05742,0.23203412,0.0587,439
ETHU,BITF,5,-0.010692,0.8242299,0.0896,439
ETHU,BITF,7,-0.049268,0.30693325,0.0305,439
ETHU,BITF,10,-0.101857,0.03494163,0.0642,439
ETHU,BITF,14,-0.06887,0.15639734,0.0183,439
ETHU,BITF,20,0.127102,0.00920051,0.0403,439
ETHU,BITF,30,0.00692,0.88904139,0.034,439
BITF,FNGU,1,-0.078557,0.20763901,0.0745,260
BITF,FNGU,2,0.055819,0.37189566,0.0488,260
BITF,FNGU,3,0.029058,0.64289047,0.0303,260
BITF,FNGU,4,-0.030546,0.62664667,0.0295,260
BITF,FNGU,5,0.085049,0.17576808,0.0528,260
BITF,FNGU,7,-0.051514,0.41457419,0.0392,260
BITF,FNGU,10,0.054562,0.39033292,0.1036,260
BITF,FNGU,14,0.008802,0.89074942,0.0557,260
BITF,FNGU,20,0.00319,0.96079398,0.0238,260
BITF,FNGU,30,0.084731,0.20043665,0.1733,260
FNGU,BITF,1,-0.074961,0.22926976,0.064,260
FNGU,BITF,2,0.026341,0.6736668,0.0535,260
FNGU,BITF,3,-0.007854,0.90029048,0.021,260
FNGU,BITF,4,-0.063613,0.31065453,0.1258,260
FNGU,BITF,5,0.110973,0.07691778,0.0904,260
FNGU,BITF,7,-0.064863,0.30409619,0.0497,260
FNGU,BITF,10,-0.000925,0.98838611,0.0619,260
FNGU,BITF,14,-0.123056,0.05391037,0.1828,260
FNGU,BITF,20,0.089745,0.16578783,0.0433,260
FNGU,BITF,30,0.015361,0.81677077,0.0201,260
BITF,GC=F,1,0.004431,0.85748941,0.0371,1646
BITF,GC=F,2,-0.007547,0.75978232,0.038,1646
BITF,GC=F,3,0.00871,0.72423197,0.0691,1646
BITF,GC=F,4,0.018763,0.44737437,0.0452,1646
BITF,GC=F,5,0.001362,0.95602504,0.0404,1646
BITF,GC=F,7,0.019076,0.44026341,0.0425,1646
BITF,GC=F,10,-0.017672,0.47504865,0.0462,1646
BITF,GC=F,14,-0.01056,0.66990457,0.0585,1646
BITF,GC=F,20,-0.023286,0.34805774,0.0509,1646
BITF,GC=F,30,-0.005007,0.84060029,0.0535,1646
GC=F,BITF,1,0.036971,0.13390839,0.0582,1646
GC=F,BITF,2,-0.020215,0.41273493,0.0411,1646
GC=F,BITF,3,-0.008277,0.73743215,0.056,1646
GC=F,BITF,4,-0.013268,0.59109155,0.054,1646
GC=F,BITF,5,-0.005871,0.81215409,0.0558,1646
GC=F,BITF,7,0.029863,0.22691447,0.0422,1646
GC=F,BITF,10,0.013917,0.57375983,0.0465,1646
GC=F,BITF,14,-0.019771,0.42476403,0.0676,1646
GC=F,BITF,20,0.004757,0.84800481,0.0684,1646
GC=F,BITF,30,-0.001874,0.9399982,0.0704,1646
BITF,GGLL,1,0.003555,0.91636864,0.066,876
BITF,GGLL,2,-0.026966,0.42590677,0.0394,876
BITF,GGLL,3,0.011035,0.74473276,0.047,876
BITF,GGLL,4,-0.035582,0.29392714,0.0376,876
BITF,GGLL,5,0.021239,0.53131652,0.0819,876
BITF,GGLL,7,-0.033666,0.32154466,0.0815,876
BITF,GGLL,10,-0.021777,0.52217632,0.0483,876
BITF,GGLL,14,-0.024962,0.46421955,0.0314,876
BITF,GGLL,20,0.041205,0.22847216,0.0655,876
BITF,GGLL,30,0.080621,0.0190125,0.0884,876
GGLL,BITF,1,0.014281,0.67312464,0.0614,876
GGLL,BITF,2,-0.040921,0.22683328,0.0404,876
GGLL,BITF,3,-0.003815,0.91037948,0.0431,876
GGLL,BITF,4,-0.029646,0.38191732,0.0647,876
GGLL,BITF,5,0.016864,0.61918164,0.0311,876
GGLL,BITF,7,-0.04585,0.17689442,0.0558,876
GGLL,BITF,10,-0.042462,0.21191414,0.034,876
GGLL,BITF,14,-0.067507,0.04754848,0.0827,876
GGLL,BITF,20,0.057395,0.09331285,0.1009,876
GGLL,BITF,30,-0.042081,0.22144471,0.0447,876
BITF,GLD,1,-0.022365,0.36466502,0.0517,1646
BITF,GLD,2,0.000237,0.99235233,0.0372,1646
BITF,GLD,3,0.008835,0.72045635,0.075,1646
BITF,GLD,4,0.018125,0.46296687,0.0375,1646
BITF,GLD,5,0.011692,0.63599877,0.0414,1646
BITF,GLD,7,0.027977,0.25763991,0.0483,1646
BITF,GLD,10,-0.019039,0.44155419,0.0427,1646
BITF,GLD,14,-0.018117,0.46452882,0.0642,1646
BITF,GLD,20,-0.03311,0.18205986,0.0557,1646
BITF,GLD,30,-0.004962,0.84201531,0.0651,1646
GLD,BITF,1,0.030873,0.21074934,0.0611,1646
GLD,BITF,2,-0.008769,0.72238329,0.0353,1646
GLD,BITF,3,-0.006747,0.78463669,0.0453,1646
GLD,BITF,4,-0.028512,0.24821404,0.052,1646
GLD,BITF,5,-0.000988,0.96809658,0.0421,1646
GLD,BITF,7,0.04053,0.10094959,0.0644,1646
GLD,BITF,10,0.029142,0.23877489,0.0386,1646
GLD,BITF,14,-0.015379,0.53469636,0.0645,1646
GLD,BITF,20,0.009135,0.71282667,0.0545,1646
GLD,BITF,30,-0.009841,0.69262924,0.0729,1646
BITF,GOOGL,1,0.007061,0.77473849,0.084,1646
BITF,GOOGL,2,0.006859,0.78110373,0.0661,1646
BITF,GOOGL,3,-0.019194,0.43686577,0.0413,1646
BITF,GOOGL,4,-0.02429,0.32528572,0.0527,1646
BITF,GOOGL,5,-0.016292,0.50956136,0.0642,1646
BITF,GOOGL,7,0.004851,0.84441352,0.0645,1646
BITF,GOOGL,10,-0.029341,0.23556831,0.0426,1646
BITF,GOOGL,14,0.009937,0.68833242,0.0356,1646
BITF,GOOGL,20,0.00438,0.85992002,0.0536,1646
BITF,GOOGL,30,0.036373,0.14386709,0.0854,1646
GOOGL,BITF,1,0.034268,0.16477389,0.0558,1646
GOOGL,BITF,2,-0.028336,0.25085043,0.0432,1646
GOOGL,BITF,3,0.001545,0.95010236,0.0614,1646
GOOGL,BITF,4,-0.050118,0.04229781,0.0661,1646
GOOGL,BITF,5,-0.005918,0.8106785,0.0335,1646
GOOGL,BITF,7,-0.003265,0.8949133,0.0665,1646
GOOGL,BITF,10,0.025985,0.2935329,0.0582,1646
GOOGL,BITF,14,-0.030247,0.22198974,0.06,1646
GOOGL,BITF,20,0.003161,0.89863931,0.0817,1646
GOOGL,BITF,30,-0.01814,0.46617541,0.0527,1646
BITF,HD,1,0.01074,0.66345887,0.0511,1645
BITF,HD,2,0.034192,0.16597087,0.0581,1645
BITF,HD,3,-0.021316,0.38803913,0.0562,1645
BITF,HD,4,0.021818,0.3771028,0.0787,1645
BITF,HD,5,-0.003437,0.88937307,0.0296,1645
BITF,HD,7,-0.006091,0.80543649,0.0563,1645
BITF,HD,10,-0.036569,0.13939753,0.0335,1645
BITF,HD,14,0.036848,0.13688409,0.0478,1645
BITF,HD,20,0.006848,0.78266146,0.0472,1645
BITF,HD,30,0.001725,0.9447749,0.0555,1645
HD,BITF,1,0.068704,0.00532236,0.0626,1645
HD,BITF,2,-0.041795,0.09034667,0.0513,1645
HD,BITF,3,0.029785,0.22770222,0.0681,1645
HD,BITF,4,-0.058372,0.01803829,0.0684,1645
HD,BITF,5,-0.016704,0.4990429,0.053,1645
HD,BITF,7,-0.03158,0.20144787,0.0649,1645
HD,BITF,10,0.036966,0.13514777,0.0516,1645
HD,BITF,14,-0.031329,0.20601881,0.0354,1645
HD,BITF,20,0.014064,0.57104261,0.0534,1645
HD,BITF,30,-0.017054,0.49342262,0.0625,1645
BITF,HG=F,1,0.046543,0.059118,0.0736,1646
BITF,HG=F,2,0.038113,0.12240777,0.0485,1646
BITF,HG=F,3,0.010423,0.67289586,0.0414,1646
BITF,HG=F,4,0.008063,0.74404998,0.0499,1646
BITF,HG=F,5,-0.00815,0.74148159,0.0615,1646
BITF,HG=F,7,0.015265,0.53686999,0.0468,1646
BITF,HG=F,10,-0.042467,0.08595497,0.0565,1646
BITF,HG=F,14,0.0222,0.37011892,0.041,1646
BITF,HG=F,20,-0.046911,0.05859352,0.0552,1646
BITF,HG=F,30,0.044386,0.07445497,0.0518,1646
HG=F,BITF,1,0.014542,0.55560827,0.0526,1646
HG=F,BITF,2,-0.007317,0.76688634,0.0632,1646
HG=F,BITF,3,-0.016268,0.50993037,0.0413,1646
HG=F,BITF,4,0.007205,0.77049563,0.0412,1646
HG=F,BITF,5,0.027589,0.26400196,0.0444,1646
HG=F,BITF,7,-0.030094,0.22334611,0.0547,1646
HG=F,BITF,10,0.019846,0.42243942,0.0597,1646
HG=F,BITF,14,-0.015686,0.52656718,0.0644,1646
HG=F,BITF,20,-0.00448,0.85674668,0.041,1646
HG=F,BITF,30,0.005265,0.83249858,0.0587,1646
BITF,HOOD,1,-0.004368,0.88215614,0.0738,1155
BITF,HOOD,2,-0.026826,0.36278201,0.062,1155
BITF,HOOD,3,-0.006843,0.81653068,0.0344,1155
BITF,HOOD,4,-0.047077,0.11041836,0.0494,1155
BITF,HOOD,5,0.026505,0.3691893,0.0486,1155
BITF,HOOD,7,0.022905,0.4381474,0.0455,1155
BITF,HOOD,10,-0.012381,0.67556695,0.0462,1155
BITF,HOOD,14,0.015429,0.60263366,0.0691,1155
BITF,HOOD,20,0.011422,0.70067532,0.0438,1155
BITF,HOOD,30,-0.007105,0.811857,0.0352,1155
HOOD,BITF,1,0.031347,0.2873294,0.0828,1155
HOOD,BITF,2,0.049446,0.09330901,0.0427,1155
HOOD,BITF,3,0.024492,0.40625085,0.0442,1155
HOOD,BITF,4,-0.025329,0.39060053,0.0532,1155
HOOD,BITF,5,0.034459,0.24295356,0.056,1155
HOOD,BITF,7,0.008834,0.76493641,0.0517,1155
HOOD,BITF,10,-0.048455,0.1012582,0.0525,1155
HOOD,BITF,14,-0.055929,0.05894456,0.0429,1155
HOOD,BITF,20,0.034179,0.24991068,0.0649,1155
HOOD,BITF,30,-0.045302,0.1288692,0.0316,1155
BITF,IBIT,1,-0.045289,0.29483384,0.0491,538
BITF,IBIT,2,-0.005196,0.90446569,0.0264,538
BITF,IBIT,3,0.034158,0.4304304,0.0435,538
BITF,IBIT,4,-0.082421,0.05698933,0.063,538
BITF,IBIT,5,0.042189,0.33097342,0.0352,538
BITF,IBIT,7,-8e-06,0.99986099,0.0376,538
BITF,IBIT,10,-0.013597,0.75526485,0.0515,538
BITF,IBIT,14,-0.042801,0.32814324,0.0819,538
BITF,IBIT,20,0.079547,0.07045994,0.14,538
BITF,IBIT,30,0.006894,0.87682864,0.0303,538
IBIT,BITF,1,-0.086246,0.0457526,0.0581,538
IBIT,BITF,2,-0.036882,0.39411385,0.0734,538
IBIT,BITF,3,0.006893,0.87361289,0.0717,538
IBIT,BITF,4,-0.061766,0.1540588,0.0715,538
IBIT,BITF,5,0.009197,0.83223856,0.0529,538
IBIT,BITF,7,0.019468,0.65444732,0.048,538
IBIT,BITF,10,-0.028426,0.5145538,0.0524,538
IBIT,BITF,14,-0.098273,0.02447112,0.049,538
IBIT,BITF,20,0.072961,0.09716398,0.0732,538
IBIT,BITF,30,-0.089355,0.04411151,0.0181,538
BITF,IWM,1,0.003577,0.88477497,0.0616,1645
BITF,IWM,2,0.060688,0.01388202,0.046,1645
BITF,IWM,3,-0.052204,0.0344126,0.0695,1645
BITF,IWM,4,-0.001965,0.93660433,0.0532,1645
BITF,IWM,5,0.009432,0.70270696,0.0598,1645
BITF,IWM,7,0.024048,0.33072088,0.0546,1645
BITF,IWM,10,-0.039521,0.11016668,0.0284,1645
BITF,IWM,14,0.036021,0.1459179,0.0451,1645
BITF,IWM,20,0.012995,0.60063786,0.0355,1645
BITF,IWM,30,0.001662,0.94679741,0.0493,1645
IWM,BITF,1,0.052412,0.03359108,0.0567,1645
IWM,BITF,2,-0.015532,0.52927322,0.0326,1645
IWM,BITF,3,0.029084,0.23883796,0.0518,1645
IWM,BITF,4,-0.041775,0.09069509,0.0768,1645
IWM,BITF,5,-0.003315,0.89327354,0.0513,1645
IWM,BITF,7,-0.020026,0.41795369,0.0556,1645
IWM,BITF,10,0.054023,0.02893665,0.0581,1645
IWM,BITF,14,-0.027497,0.26706402,0.0386,1645
IWM,BITF,20,0.025736,0.29982149,0.0493,1645
IWM,BITF,30,0.011027,0.65791269,0.0466,1645
BITF,JNJ,1,-0.030298,0.21952113,0.0487,1645
BITF,JNJ,2,5e-05,0.99838141,0.0541,1645
BITF,JNJ,3,-0.063746,0.00977289,0.0588,1645
BITF,JNJ,4,0.039429,0.11034424,0.0353,1645
BITF,JNJ,5,0.016984,0.49188289,0.0778,1645
BITF,JNJ,7,0.021422,0.38625281,0.0582,1645
BITF,JNJ,10,-0.001386,0.95532888,0.0506,1645
BITF,JNJ,14,-0.001981,0.93627236,0.0658,1645
BITF,JNJ,20,-0.009976,0.6877941,0.061,1645
BITF,JNJ,30,0.005962,0.81077121,0.067,1645
JNJ,BITF,1,0.009907,0.68812496,0.0373,1645
JNJ,BITF,2,-0.031606,0.20037738,0.051,1645
JNJ,BITF,3,0.069347,0.00493394,0.083,1645
JNJ,BITF,4,-0.009564,0.69865138,0.0668,1645
JNJ,BITF,5,-0.022341,0.36589929,0.0601,1645
JNJ,BITF,7,0.051921,0.03562547,0.0817,1645
JNJ,BITF,10,0.083515,0.00072417,0.0736,1645
JNJ,BITF,14,-0.005792,0.81518179,0.0384,1645
JNJ,BITF,20,-0.020843,0.40109325,0.0417,1645
JNJ,BITF,30,0.028592,0.25082072,0.0651,1645
BITF,JPM,1,0.029544,0.23120232,0.0558,1645
BITF,JPM,2,0.075346,0.00224238,0.0656,1645
BITF,JPM,3,-0.059531,0.01583991,0.0766,1645
BITF,JPM,4,0.023548,0.34042868,0.0422,1645
BITF,JPM,5,0.023534,0.34087026,0.056,1645
BITF,JPM,7,0.030214,0.22164806,0.0635,1645
BITF,JPM,10,-0.045132,0.06808358,0.061,1645
BITF,JPM,14,0.007019,0.77697416,0.0404,1645
BITF,JPM,20,-0.000729,0.97658519,0.0416,1645
BITF,JPM,30,0.014199,0.56854377,0.0484,1645
JPM,BITF,1,0.062993,0.01062766,0.0477,1645
JPM,BITF,2,-0.052979,0.03176686,0.0626,1645
JPM,BITF,3,0.048893,0.04760335,0.0698,1645
JPM,BITF,4,-0.006195,0.80199982,0.0792,1645
JPM,BITF,5,-0.014642,0.55348331,0.0473,1645
JPM,BITF,7,-0.024049,0.33070491,0.0463,1645
JPM,BITF,10,0.028551,0.24858355,0.0711,1645
JPM,BITF,14,-0.007328,0.76744033,0.0349,1645
JPM,BITF,20,0.017376,0.4839495,0.0393,1645
JPM,BITF,30,0.049732,0.04568785,0.0566,1645
BITF,MA,1,-0.005876,0.81182862,0.0538,1645
BITF,MA,2,0.040217,0.10318959,0.0463,1645
BITF,MA,3,-0.027527,0.26492943,0.0582,1645
BITF,MA,4,0.018418,0.45590088,0.0586,1645
BITF,MA,5,-0.00179,0.94224915,0.0452,1645
BITF,MA,7,-0.001309,0.95776863,0.0624,1645
BITF,MA,10,-0.040619,0.10062373,0.053,1645
BITF,MA,14,0.012657,0.60949939,0.0502,1645
BITF,MA,20,-0.025775,0.29908785,0.0562,1645
BITF,MA,30,0.033162,0.18286077,0.0669,1645
MA,BITF,1,0.029481,0.23220504,0.0639,1645
MA,BITF,2,-0.030123,0.22233444,0.0491,1645
MA,BITF,3,-0.011048,0.65460731,0.0818,1645
MA,BITF,4,-0.043426,0.07863994,0.1055,1645
MA,BITF,5,-0.009368,0.70462719,0.0444,1645
MA,BITF,7,-0.020923,0.39742055,0.0806,1645
MA,BITF,10,0.029355,0.23549923,0.0527,1645
MA,BITF,14,-0.020366,0.41110179,0.0419,1645
MA,BITF,20,-0.003387,0.89148288,0.0741,1645
MA,BITF,30,0.01673,0.50168236,0.0652,1645
BITF,MARA,1,-0.029418,0.23305591,0.044,1646
BITF,MARA,2,0.010809,0.66142335,0.0412,1646
BITF,MARA,3,0.010268,0.67748377,0.0572,1646
BITF,MARA,4,-0.015289,0.53584953,0.0661,1646
BITF,MARA,5,0.009297,0.70666166,0.0665,1646
BITF,MARA,7,0.028876,0.24264387,0.0384,1646
BITF,MARA,10,-0.003412,0.89030629,0.0687,1646
BITF,MARA,14,0.022866,0.35592003,0.0661,1646
BITF,MARA,20,0.0103,0.67810972,0.0508,1646
BITF,MARA,30,-0.024035,0.33425129,0.0377,1646
MARA,BITF,1,0.059695,0.01545787,0.0401,1646
MARA,BITF,2,0.00986,0.68952472,0.0556,1646
MARA,BITF,3,0.058008,0.01869833,0.0901,1646
MARA,BITF,4,0.018067,0.46440046,0.0511,1646
MARA,BITF,5,0.025344,0.30487253,0.0384,1646
MARA,BITF,7,-0.004283,0.86245725,0.0453,1646
MARA,BITF,10,-0.020568,0.4057712,0.035,1646
MARA,BITF,14,-0.016655,0.5013431,0.0343,1646
MARA,BITF,20,0.002082,0.93314573,0.0508,1646
MARA,BITF,30,-0.038723,0.11970313,0.044,1646
BITF,META,1,-0.014217,0.56459442,0.076,1645
BITF,META,2,-7.4e-05,0.9976139,0.0535,1645
BITF,META,3,-0.042535,0.08488159,0.0635,1645
BITF,META,4,-0.014557,0.55567442,0.0547,1645
BITF,META,5,8.3e-05,0.99732002,0.0556,1645
BITF,META,7,0.004761,0.84732088,0.0534,1645
BITF,META,10,-0.00182,0.94137765,0.0531,1645
BITF,META,14,0.046407,0.06096641,0.0778,1645
BITF,META,20,0.028375,0.25296769,0.0558,1645
BITF,META,30,-0.023285,0.34970142,0.0404,1645
META,BITF,1,-0.01042,0.67287839,0.0556,1645
META,BITF,2,0.000308,0.99003425,0.0514,1645
META,BITF,3,-0.019277,0.43503913,0.0479,1645
META,BITF,4,-0.042265,0.08697512,0.0818,1645
META,BITF,5,-0.015792,0.52278379,0.0513,1645
META,BITF,7,-0.033056,0.18115975,0.051,1645
META,BITF,10,0.031879,0.19761379,0.056,1645
META,BITF,14,-0.033868,0.17158085,0.0729,1645
META,BITF,20,-0.012056,0.62723744,0.0371,1645
META,BITF,30,-0.024091,0.33327463,0.0325,1645
BITF,MSFT,1,-0.028423,0.24941017,0.0826,1645
BITF,MSFT,2,0.00752,0.76069457,0.0345,1645
BITF,MSFT,3,-0.057488,0.0198245,0.0722,1645
BITF,MSFT,4,-0.008757,0.72299727,0.0605,1645
BITF,MSFT,5,-0.006615,0.78894243,0.0516,1645
BITF,MSFT,7,0.035486,0.15113266,0.0407,1645
BITF,MSFT,10,-0.024343,0.32525469,0.0539,1645
BITF,MSFT,14,-0.0053,0.83065478,0.0389,1645
BITF,MSFT,20,-0.003328,0.89336468,0.0492,1645
BITF,MSFT,30,0.014317,0.56531946,0.0651,1645
MSFT,BITF,1,0.051503,0.03679459,0.0489,1645
MSFT,BITF,2,-0.028842,0.24263095,0.0532,1645
MSFT,BITF,3,0.004708,0.8488288,0.08,1645
MSFT,BITF,4,-0.040548,0.10059125,0.0484,1645
MSFT,BITF,5,0.01079,0.66238585,0.0424,1645
MSFT,BITF,7,-0.014572,0.55562332,0.0639,1645
MSFT,BITF,10,0.041569,0.09290273,0.0631,1645
MSFT,BITF,14,-0.019012,0.44290406,0.0458,1645
MSFT,BITF,20,-0.008697,0.72609987,0.072,1645
MSFT,BITF,30,-0.016089,0.51820675,0.0572,1645
BITF,MSTR,1,-0.036294,0.14118255,0.0665,1646
BITF,MSTR,2,0.019777,0.42293546,0.0343,1646
BITF,MSTR,3,0.008616,0.72709155,0.0606,1646
BITF,MSTR,4,0.004845,0.84445505,0.048,1646
BITF,MSTR,5,0.005502,0.8237703,0.0423,1646
BITF,MSTR,7,0.06069,0.0139946,0.0324,1646
BITF,MSTR,10,-0.027386,0.26827473,0.0672,1646
BITF,MSTR,14,0.018342,0.45900902,0.0583,1646
BITF,MSTR,20,0.024256,0.32832177,0.049,1646
BITF,MSTR,30,-0.031835,0.2008709,0.0438,1646
MSTR,BITF,1,-0.01961,0.42670633,0.0646,1646
MSTR,BITF,2,-0.004821,0.84512755,0.0335,1646
MSTR,BITF,3,0.01411,0.56763313,0.0503,1646
MSTR,BITF,4,-0.030955,0.20994788,0.053,1646
MSTR,BITF,5,0.001919,0.9380806,0.0576,1646
MSTR,BITF,7,0.010828,0.6613583,0.0316,1646
MSTR,BITF,10,-0.01714,0.48843275,0.0547,1646
MSTR,BITF,14,-0.037536,0.12958131,0.049,1646
MSTR,BITF,20,-0.002828,0.90928566,0.0599,1646
MSTR,BITF,30,-0.009737,0.69569555,0.0571,1646
BITF,MSTU,1,-0.141257,0.00687108,0.1656,366
BITF,MSTU,2,0.008242,0.87546954,0.0556,366
BITF,MSTU,3,0.009711,0.85371478,0.0322,366
BITF,MSTU,4,-0.059787,0.25653804,0.0307,366
BITF,MSTU,5,0.048221,0.36095307,0.0363,366
BITF,MSTU,7,0.001423,0.9785702,0.0165,366
BITF,MSTU,10,-0.040363,0.44773781,0.0334,366
BITF,MSTU,14,-0.08158,0.12658985,0.0739,366
BITF,MSTU,20,-0.009742,0.85671035,0.0759,366
BITF,MSTU,30,-0.018322,0.73790997,0.0348,366
MSTU,BITF,1,-0.077421,0.13987232,0.0409,366
MSTU,BITF,2,-0.080158,0.12688123,0.0439,366
MSTU,BITF,3,0.025977,0.62179162,0.0177,366
MSTU,BITF,4,-0.120194,0.02218222,0.065,366
MSTU,BITF,5,0.005938,0.91047594,0.0844,366
MSTU,BITF,7,0.021473,0.68512745,0.0357,366
MSTU,BITF,10,-0.076582,0.14930688,0.041,366
MSTU,BITF,14,-0.090347,0.09055285,0.05,366
MSTU,BITF,20,-0.025092,0.64184169,0.0159,366
