is_return,is_sharpe,is_maxdd,is_trades,is_trades_yr,bh_return_is,oos_return,oos_sharpe,oos_maxdd,oos_trades,oos_trades_yr,bh_return,vs_bh,leader,follower,lag,threshold,hold_days,correlation,stability
-24.98,-1.541,39.55,8,10.6,-20.67,-16.04,-30.8642,16.04,3,9.1,-74.65,58.61,ROBN,ETHU,20,0.01,1,0.232732,0.2044
-41.68,-3.1282,41.98,7,9.2,-20.67,-0.25,0.2977,12.11,3,9.1,-74.65,74.4,ROBN,ETHU,20,0.01,3,0.232732,0.2044
-69.84,-7.6319,71.05,7,9.2,-20.67,9.02,2.5388,6.01,3,9.1,-74.65,83.67,ROBN,ETHU,20,0.01,5,0.232732,0.2044
9.4,0.7771,21.32,6,7.9,-20.67,-63.06,-9.5823,63.06,2,6.1,-74.65,11.59,ROBN,ETHU,20,0.01,10,0.232732,0.2044
-65.97,-0.0416,84.1,4,5.3,-20.67,16.57,3.6236,0.0,2,6.1,-74.65,91.22,ROBN,ETHU,20,0.01,20,0.232732,0.2044
10.82,2.805,15.25,8,10.6,-20.67,-16.04,-30.8642,16.04,3,9.1,-74.65,58.61,ROBN,ETHU,20,0.02,1,0.232732,0.2044
-22.26,-1.6867,31.9,7,9.2,-20.67,-0.25,0.2977,12.11,3,9.1,-74.65,74.4,ROBN,ETHU,20,0.02,3,0.232732,0.2044
-81.38,-6.1929,82.13,7,9.2,-20.67,9.02,2.5388,6.01,3,9.1,-74.65,83.67,ROBN,ETHU,20,0.02,5,0.232732,0.2044
3.39,0.5283,21.32,6,7.9,-20.67,-63.06,-9.5823,63.06,2,6.1,-74.65,11.59,ROBN,ETHU,20,0.02,10,0.232732,0.2044
-65.97,-0.0416,84.1,4,5.3,-20.67,16.57,3.6236,0.0,2,6.1,-74.65,91.22,ROBN,ETHU,20,0.02,20,0.232732,0.2044
-4.48,0.2424,31.3,8,10.6,-20.67,-16.04,-30.8642,16.04,3,9.1,-74.65,58.61,ROBN,ETHU,20,0.03,1,0.232732,0.2044
-24.13,-3.3027,25.68,7,9.2,-20.67,-0.25,0.2977,12.11,3,9.1,-74.65,74.4,ROBN,ETHU,20,0.03,3,0.232732,0.2044
-74.13,-4.087,75.18,7,9.2,-20.67,9.02,2.5388,6.01,3,9.1,-74.65,83.67,ROBN,ETHU,20,0.03,5,0.232732,0.2044
-2.78,0.2668,23.56,5,6.6,-20.67,-63.06,-9.5823,63.06,2,6.1,-74.65,11.59,ROBN,ETHU,20,0.03,10,0.232732,0.2044
-94.32,-0.6382,96.94,4,5.3,-20.67,-4.69,-1.1924,7.01,2,6.1,-74.65,69.96,ROBN,ETHU,20,0.03,20,0.232732,0.2044
32.83,7.3765,5.62,8,10.6,-20.67,-6.44,-5.2262,10.37,3,9.1,-74.65,68.21,ROBN,ETHU,20,0.05,1,0.232732,0.2044
-44.65,-6.3489,44.65,7,9.2,-20.67,5.24,1.6478,12.11,3,9.1,-74.65,79.88,ROBN,ETHU,20,0.05,3,0.232732,0.2044
14.8,1.2673,32.23,7,9.2,-20.67,15.99,9.822,0.0,2,6.1,-74.65,90.64,ROBN,ETHU,20,0.05,5,0.232732,0.2044
-19.66,-1.2519,27.39,5,6.6,-20.67,-63.06,-9.5823,63.06,2,6.1,-74.65,11.59,ROBN,ETHU,20,0.05,10,0.232732,0.2044
-94.32,-0.6382,96.94,4,5.3,-20.67,-4.69,-1.1924,7.01,2,6.1,-74.65,69.96,ROBN,ETHU,20,0.05,20,0.232732,0.2044
6.45,2.0001,16.83,7,9.2,-20.67,-11.07,-8.3349,14.81,3,9.1,-74.65,63.58,ROBN,ETHU,20,0.07,1,0.232732,0.2044
-27.05,-3.4673,32.21,7,9.2,-20.67,-1.76,-0.1095,12.11,3,9.1,-74.65,72.88,ROBN,ETHU,20,0.07,3,0.232732,0.2044
-50.78,-3.7811,53.33,6,7.9,-20.67,30.23,6.7808,0.0,2,6.1,-74.65,104.88,ROBN,ETHU,20,0.07,5,0.232732,0.2044
-6.3,0.5611,55.36,5,6.6,-20.67,-63.06,-9.5823,63.06,2,6.1,-74.65,11.59,ROBN,ETHU,20,0.07,10,0.232732,0.2044
-78.36,-0.1234,90.78,4,5.3,-20.67,-4.69,-1.1924,7.01,2,6.1,-74.65,69.96,ROBN,ETHU,20,0.07,20,0.232732,0.2044
10.98,20.9649,0.0,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.01,1,-0.139398,0.3322
0.46,0.4625,10.61,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.01,3,-0.139398,0.3322
-19.91,-1.1542,34.51,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.01,5,-0.139398,0.3322
-41.59,-1.575,50.78,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.01,10,-0.139398,0.3322
-77.89,-2.3774,78.35,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.01,20,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.02,1,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.02,3,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.02,5,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.02,10,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.02,20,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.03,1,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.03,3,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.03,5,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.03,10,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.03,20,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.05,1,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.05,3,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.05,5,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.05,10,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.05,20,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.07,1,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.07,3,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.07,5,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.07,10,-0.139398,0.3322
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,DX-Y.NYB,FNGU,30,0.07,20,-0.139398,0.3322
6.52,4.6635,5.48,8,11.1,65.07,8.49,6.6308,2.2,3,9.7,-5.27,13.76,FNGU,AVGO,20,0.01,1,0.158616,0.2554
12.95,4.3536,3.85,7,9.7,65.07,19.7,6.3406,3.12,3,9.7,-5.27,24.97,FNGU,AVGO,20,0.01,3,0.158616,0.2554
9.58,1.9826,5.17,6,8.3,65.07,19.33,5.5086,0.0,2,6.5,-5.27,24.6,FNGU,AVGO,20,0.01,5,0.158616,0.2554
27.83,2.1415,11.23,5,6.9,65.07,8.9,2.0638,3.36,2,6.5,-5.27,14.17,FNGU,AVGO,20,0.01,10,0.158616,0.2554
11.26,1.1913,8.61,4,5.5,65.07,12.66,0.0,0.0,1,3.2,-5.27,17.93,FNGU,AVGO,20,0.01,20,0.158616,0.2554
8.9,6.8608,3.36,8,11.1,65.07,8.96,13.0355,1.19,3,9.7,-5.27,14.23,FNGU,AVGO,20,0.02,1,0.158616,0.2554
3.06,1.0411,8.87,7,9.7,65.07,1.84,0.9964,6.5,3,9.7,-5.27,7.11,FNGU,AVGO,20,0.02,3,0.158616,0.2554
-10.36,-1.0474,23.93,6,8.3,65.07,8.1,20.769,0.0,2,6.5,-5.27,13.37,FNGU,AVGO,20,0.02,5,0.158616,0.2554
20.67,1.633,15.02,5,6.9,65.07,3.62,14.2924,0.0,2,6.5,-5.27,8.89,FNGU,AVGO,20,0.02,10,0.158616,0.2554
11.26,1.1913,8.61,4,5.5,65.07,0.79,0.0,0.0,1,3.2,-5.27,6.06,FNGU,AVGO,20,0.02,20,0.158616,0.2554
8.9,6.8608,3.36,8,11.1,65.07,6.2,6.6648,3.69,3,9.7,-5.27,11.47,FNGU,AVGO,20,0.03,1,0.158616,0.2554
9.68,3.4808,3.02,7,9.7,65.07,2.19,1.1442,6.18,3,9.7,-5.27,7.46,FNGU,AVGO,20,0.03,3,0.158616,0.2554
2.94,0.6573,18.89,6,8.3,65.07,0.35,0.3031,4.37,2,6.5,-5.27,5.62,FNGU,AVGO,20,0.03,5,0.158616,0.2554
47.73,4.0633,3.04,5,6.9,65.07,1.29,1.4656,0.93,2,6.5,-5.27,6.56,FNGU,AVGO,20,0.03,10,0.158616,0.2554
27.56,4.4926,0.0,4,5.5,65.07,0.79,0.0,0.0,1,3.2,-5.27,6.06,FNGU,AVGO,20,0.03,20,0.158616,0.2554
-3.71,-4.7227,3.71,6,8.3,65.07,10.27,718.813,0.0,2,6.5,-5.27,15.55,FNGU,AVGO,20,0.05,1,0.158616,0.2554
3.22,1.6769,3.43,4,5.5,65.07,7.61,4.9366,1.21,2,6.5,-5.27,12.88,FNGU,AVGO,20,0.05,3,0.158616,0.2554
-8.59,-1.0343,17.84,4,5.5,65.07,3.94,3.4043,0.95,2,6.5,-5.27,9.21,FNGU,AVGO,20,0.05,5,0.158616,0.2554
8.59,0.9206,22.93,4,5.5,65.07,5.32,24.3293,0.0,2,6.5,-5.27,10.59,FNGU,AVGO,20,0.05,10,0.158616,0.2554
8.42,0.923,10.95,3,4.2,65.07,0.79,0.0,0.0,1,3.2,-5.27,6.06,FNGU,AVGO,20,0.05,20,0.158616,0.2554
-2.71,-3.2893,3.83,5,6.9,65.07,-0.88,-24.7745,0.88,2,6.5,-5.27,4.39,FNGU,AVGO,20,0.07,1,0.158616,0.2554
3.81,1.625,5.26,4,5.5,65.07,-0.03,-0.2052,0.48,2,6.5,-5.27,5.24,FNGU,AVGO,20,0.07,3,0.158616,0.2554
-8.02,-0.9079,17.84,4,5.5,65.07,-1.56,-6.1182,1.56,2,6.5,-5.27,3.71,FNGU,AVGO,20,0.07,5,0.158616,0.2554
4.83,0.6938,22.93,4,5.5,65.07,-1.26,-0.3801,5.32,2,6.5,-5.27,4.01,FNGU,AVGO,20,0.07,10,0.158616,0.2554
7.16,0.8356,10.95,3,4.2,65.07,-8.88,0.0,8.88,1,3.2,-5.27,-3.61,FNGU,AVGO,20,0.07,20,0.158616,0.2554
17.19,3.5731,15.55,8,11.1,5.34,20.55,55.5874,0.0,3,9.7,-70.92,91.47,FNGU,ETHU,20,0.01,1,0.202708,0.1966
81.83,7.3925,2.33,7,9.7,5.34,64.23,66.4493,0.0,3,9.7,-70.92,135.15,FNGU,ETHU,20,0.01,3,0.202708,0.1966
2.04,0.6537,26.87,6,8.3,5.34,23.07,4.2266,2.22,2,6.5,-70.92,93.99,FNGU,ETHU,20,0.01,5,0.202708,0.1966
46.03,1.5842,37.03,5,6.9,5.34,90.51,6.6587,0.0,2,6.5,-70.92,161.43,FNGU,ETHU,20,0.01,10,0.202708,0.1966
17.25,0.8697,34.0,4,5.5,5.34,9.95,0.0,0.0,1,3.2,-70.92,80.87,FNGU,ETHU,20,0.01,20,0.202708,0.1966
2.71,1.2476,19.52,8,11.1,5.34,13.43,5.3368,11.64,3,9.7,-70.92,84.35,FNGU,ETHU,20,0.02,1,0.202708,0.1966
-42.53,-4.3537,46.82,7,9.7,5.34,15.95,4.6819,4.85,3,9.7,-70.92,86.87,FNGU,ETHU,20,0.02,3,0.202708,0.1966
-9.24,-1.1225,18.23,6,8.3,5.34,-13.85,-2.5589,18.82,2,6.5,-70.92,57.07,FNGU,ETHU,20,0.02,5,0.202708,0.1966
246.45,4.556,8.79,5,6.9,5.34,61.15,5.7736,0.0,2,6.5,-70.92,132.07,FNGU,ETHU,20,0.02,10,0.202708,0.1966
17.25,0.8697,34.0,4,5.5,5.34,-5.63,0.0,5.63,1,3.2,-70.92,65.29,FNGU,ETHU,20,0.02,20,0.202708,0.1966
2.71,1.2476,19.52,8,11.1,5.34,20.99,9.4783,5.75,3,9.7,-70.92,91.91,FNGU,ETHU,20,0.03,1,0.202708,0.1966
-47.6,-3.115,57.66,7,9.7,5.34,0.16,0.434,13.88,3,9.7,-70.92,71.08,FNGU,ETHU,20,0.03,3,0.202708,0.1966
-14.24,-1.1372,22.74,6,8.3,5.34,26.41,9.7321,0.0,2,6.5,-70.92,97.33,FNGU,ETHU,20,0.03,5,0.202708,0.1966
71.65,2.0061,40.28,5,6.9,5.34,43.49,7.6747,0.0,2,6.5,-70.92,114.41,FNGU,ETHU,20,0.03,10,0.202708,0.1966
61.55,1.9209,12.26,4,5.5,5.34,-5.63,0.0,5.63,1,3.2,-70.92,65.29,FNGU,ETHU,20,0.03,20,0.202708,0.1966
-17.47,-6.7476,20.05,6,8.3,5.34,28.37,38.088,0.0,2,6.5,-70.92,99.29,FNGU,ETHU,20,0.05,1,0.202708,0.1966
-6.09,-3.767,9.04,4,5.5,5.34,13.53,4.8283,2.38,2,6.5,-70.92,84.45,FNGU,ETHU,20,0.05,3,0.202708,0.1966
-58.72,-3.6121,63.81,4,5.5,5.34,0.21,0.238,5.56,2,6.5,-70.92,71.13,FNGU,ETHU,20,0.05,5,0.202708,0.1966
116.44,4.9038,6.23,4,5.5,5.34,12.42,4.6358,0.0,2,6.5,-70.92,83.34,FNGU,ETHU,20,0.05,10,0.202708,0.1966
45.38,2.1903,6.01,3,4.2,5.34,-5.63,0.0,5.63,1,3.2,-70.92,65.29,FNGU,ETHU,20,0.05,20,0.202708,0.1966
-5.82,-4.0334,6.69,5,6.9,5.34,-4.12,-35.5832,4.12,2,6.5,-70.92,66.8,FNGU,ETHU,20,0.07,1,0.202708,0.1966
-14.07,-2.5813,22.71,4,5.5,5.34,3.8,2.2799,3.78,2,6.5,-70.92,74.72,FNGU,ETHU,20,0.07,3,0.202708,0.1966
-53.9,-2.4856,63.81,4,5.5,5.34,-14.52,-5.7726,14.52,2,6.5,-70.92,56.4,FNGU,ETHU,20,0.07,5,0.202708,0.1966
171.54,5.9068,6.23,4,5.5,5.34,-14.03,-1.6344,19.93,2,6.5,-70.92,56.89,FNGU,ETHU,20,0.07,10,0.202708,0.1966
32.47,1.6172,12.82,3,4.2,5.34,-6.03,0.0,6.03,1,3.2,-70.92,64.89,FNGU,ETHU,20,0.07,20,0.202708,0.1966
-3.5,-0.1199,23.84,21,29.1,39.1,2.21,2.1031,2.74,8,25.8,-34.92,37.13,XLP,FNGU,3,0.01,1,-0.232123,0.1662
-30.08,-1.2227,43.21,16,22.2,39.1,13.11,2.4237,8.74,6,19.4,-34.92,48.03,XLP,FNGU,3,0.01,3,-0.232123,0.1662
-15.5,-0.3948,35.58,14,19.4,39.1,8.13,1.4056,11.02,5,16.2,-34.92,43.05,XLP,FNGU,3,0.01,5,-0.232123,0.1662
-53.52,-2.6647,60.35,9,12.5,39.1,26.95,4.2039,0.0,3,9.7,-34.92,61.87,XLP,FNGU,3,0.01,10,-0.232123,0.1662
-26.78,-1.1829,31.41,6,8.3,39.1,4.19,0.5146,13.44,2,6.5,-34.92,39.12,XLP,FNGU,3,0.01,20,-0.232123,0.1662
40.31,16.128,2.86,5,6.9,39.1,-5.59,0.0,5.59,1,3.2,-34.92,29.33,XLP,FNGU,3,0.02,1,-0.232123,0.1662
37.32,7.0292,4.12,5,6.9,39.1,-6.7,0.0,6.7,1,3.2,-34.92,28.22,XLP,FNGU,3,0.02,3,-0.232123,0.1662
41.28,5.0765,5.09,5,6.9,39.1,-14.66,0.0,14.66,1,3.2,-34.92,20.27,XLP,FNGU,3,0.02,5,-0.232123,0.1662
18.81,2.947,5.81,3,4.2,39.1,-5.83,0.0,5.83,1,3.2,-34.92,29.09,XLP,FNGU,3,0.02,10,-0.232123,0.1662
88.06,5.7592,0.0,2,2.8,39.1,-23.32,0.0,23.32,1,3.2,-34.92,11.6,XLP,FNGU,3,0.02,20,-0.232123,0.1662
12.31,0.0,0.0,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.03,1,-0.232123,0.1662
6.85,0.0,0.0,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.03,3,-0.232123,0.1662
14.13,0.0,0.0,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.03,5,-0.232123,0.1662
-5.81,0.0,5.81,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.03,10,-0.232123,0.1662
-21.88,0.0,21.88,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.03,20,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.05,1,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.05,3,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.05,5,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.05,10,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.05,20,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.07,1,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.07,3,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.07,5,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.07,10,-0.232123,0.1662
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,XLP,FNGU,3,0.07,20,-0.232123,0.1662
17.5,2.3886,18.32,16,21.1,289.43,-27.77,-10.1394,27.77,7,21.5,-75.41,47.64,MA,ROBN,7,0.01,1,-0.146987,0.2603
18.19,1.3975,30.37,14,18.5,289.43,-27.31,-1.0442,36.48,6,18.4,-75.41,48.1,MA,ROBN,7,0.01,3,-0.146987,0.2603
49.77,1.8051,38.05,12,15.8,289.43,-18.38,-1.5084,19.1,5,15.4,-75.41,57.03,MA,ROBN,7,0.01,5,-0.146987,0.2603
-26.91,0.4497,73.55,9,11.9,289.43,-21.34,-0.0986,42.61,4,12.3,-75.41,54.08,MA,ROBN,7,0.01,10,-0.146987,0.2603
-64.01,-0.0461,72.95,6,7.9,289.43,43.16,2.094,4.51,2,6.1,-75.41,118.57,MA,ROBN,7,0.01,20,-0.146987,0.2603
-46.37,-3.5459,61.59,9,11.9,289.43,-2.13,-1.3885,9.68,5,15.4,-75.41,73.29,MA,ROBN,7,0.02,1,-0.146987,0.2603
-47.23,-1.1463,67.95,8,10.6,289.43,-43.16,-6.8924,44.87,4,12.3,-75.41,32.25,MA,ROBN,7,0.02,3,-0.146987,0.2603
-45.03,-0.1235,67.91,8,10.6,289.43,-38.89,-6.4909,40.14,4,12.3,-75.41,36.53,MA,ROBN,7,0.02,5,-0.146987,0.2603
-57.28,-0.3643,79.42,7,9.2,289.43,-41.66,-5.4681,41.94,3,9.2,-75.41,33.75,MA,ROBN,7,0.02,10,-0.146987,0.2603
11.74,0.8192,46.3,5,6.6,289.43,-69.65,-7.6552,69.65,2,6.1,-75.41,5.76,MA,ROBN,7,0.02,20,-0.146987,0.2603
-65.03,-17.6195,65.03,4,5.3,289.43,-3.37,-3.9798,6.77,4,12.3,-75.41,72.04,MA,ROBN,7,0.03,1,-0.146987,0.2603
-73.47,-8.3744,73.47,4,5.3,289.43,-35.68,-5.2869,35.68,3,9.2,-75.41,39.73,MA,ROBN,7,0.03,3,-0.146987,0.2603
-81.56,-4.7277,81.56,4,5.3,289.43,-8.22,-1.147,11.86,3,9.2,-75.41,67.19,MA,ROBN,7,0.03,5,-0.146987,0.2603
-86.69,-20.544,86.69,3,4.0,289.43,28.06,2.1685,10.35,2,6.1,-75.41,103.48,MA,ROBN,7,0.03,10,-0.146987,0.2603
-10.2,0.5418,46.3,3,4.0,289.43,-27.29,0.0,27.29,1,3.1,-75.41,48.13,MA,ROBN,7,0.03,20,-0.146987,0.2603
17.01,14.1188,0.0,2,2.6,289.43,3.64,0.0,0.0,1,3.1,-75.41,79.06,MA,ROBN,7,0.05,1,-0.146987,0.2603
17.88,6.0424,0.65,2,2.6,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.05,3,-0.146987,0.2603
3.93,3.0012,1.35,2,2.6,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.05,5,-0.146987,0.2603
-30.91,-11.6814,30.91,2,2.6,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.05,10,-0.146987,0.2603
-86.68,-3.9339,86.68,2,2.6,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.05,20,-0.146987,0.2603
15.04,0.0,0.0,1,1.3,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.07,1,-0.146987,0.2603
18.65,0.0,0.0,1,1.3,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.07,3,-0.146987,0.2603
-1.35,0.0,1.35,1,1.3,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.07,5,-0.146987,0.2603
-21.81,0.0,21.81,1,1.3,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.07,10,-0.146987,0.2603
-83.65,0.0,83.65,1,1.3,289.43,0.0,0.0,0.0,0,0.0,-75.41,75.41,MA,ROBN,7,0.07,20,-0.146987,0.2603
8.69,3.9941,5.44,8,11.1,125.69,1.54,5.0316,1.36,3,9.7,1.31,0.23,FNGU,GGLL,20,0.01,1,0.176206,0.2075
-6.81,-1.7069,10.59,7,9.7,125.69,-0.41,-0.2621,3.83,3,9.7,1.31,-1.72,FNGU,GGLL,20,0.01,3,0.176206,0.2075
21.9,3.3645,5.49,6,8.3,125.69,10.48,23.5441,0.0,2,6.5,1.31,9.17,FNGU,GGLL,20,0.01,5,0.176206,0.2075
3.14,0.4865,19.19,5,6.9,125.69,13.98,3.3493,0.42,2,6.5,1.31,12.67,FNGU,GGLL,20,0.01,10,0.176206,0.2075
13.79,0.982,14.3,4,5.5,125.69,-11.86,0.0,11.86,1,3.2,1.31,-13.17,FNGU,GGLL,20,0.01,20,0.176206,0.2075
6.17,3.1321,6.28,8,11.1,125.69,1.56,2.462,2.85,3,9.7,1.31,0.25,FNGU,GGLL,20,0.02,1,0.176206,0.2075
-12.9,-4.5748,17.13,7,9.7,125.69,10.75,8.0479,0.19,3,9.7,1.31,9.44,FNGU,GGLL,20,0.02,3,0.176206,0.2075
-16.15,-1.3233,31.42,6,8.3,125.69,7.22,7.7417,0.0,2,6.5,1.31,5.91,FNGU,GGLL,20,0.02,5,0.176206,0.2075
5.82,0.6942,13.06,5,6.9,125.69,15.36,2.6539,2.68,2,6.5,1.31,14.05,FNGU,GGLL,20,0.02,10,0.176206,0.2075
13.79,0.982,14.3,4,5.5,125.69,-17.27,0.0,17.27,1,3.2,1.31,-18.58,FNGU,GGLL,20,0.02,20,0.176206,0.2075
6.17,3.1321,6.28,8,11.1,125.69,0.3,0.5954,4.06,3,9.7,1.31,-1.01,FNGU,GGLL,20,0.03,1,0.176206,0.2075
-9.88,-3.768,14.26,7,9.7,125.69,5.06,2.6241,4.69,3,9.7,1.31,3.75,FNGU,GGLL,20,0.03,3,0.176206,0.2075
-11.25,-0.7175,27.4,6,8.3,125.69,12.4,6.3141,0.0,2,6.5,1.31,11.09,FNGU,GGLL,20,0.03,5,0.176206,0.2075
-5.66,0.1077,29.54,5,6.9,125.69,19.53,2.8044,2.68,2,6.5,1.31,18.22,FNGU,GGLL,20,0.03,10,0.176206,0.2075
45.59,4.4834,0.0,4,5.5,125.69,-17.27,0.0,17.27,1,3.2,1.31,-18.58,FNGU,GGLL,20,0.03,20,0.176206,0.2075
-18.14,-14.5553,18.14,6,8.3,125.69,4.54,12.1906,0.0,2,6.5,1.31,3.23,FNGU,GGLL,20,0.05,1,0.176206,0.2075
-21.82,-6.0932,21.82,4,5.5,125.69,11.2,15.5381,0.0,2,6.5,1.31,9.89,FNGU,GGLL,20,0.05,3,0.176206,0.2075
-3.2,0.0787,23.47,4,5.5,125.69,-2.77,-2.6094,3.98,2,6.5,1.31,-4.08,FNGU,GGLL,20,0.05,5,0.176206,0.2075
-3.18,0.4954,38.64,4,5.5,125.69,-4.1,-12.043,4.1,2,6.5,1.31,-5.41,FNGU,GGLL,20,0.05,10,0.176206,0.2075
-6.92,0.0362,29.9,3,4.2,125.69,-17.27,0.0,17.27,1,3.2,1.31,-18.58,FNGU,GGLL,20,0.05,20,0.176206,0.2075
-16.55,-15.7683,16.55,5,6.9,125.69,-0.71,-12.2774,0.71,2,6.5,1.31,-2.02,FNGU,GGLL,20,0.07,1,0.176206,0.2075
-18.86,-4.1704,23.43,4,5.5,125.69,-6.48,-9.8684,6.48,2,6.5,1.31,-7.79,FNGU,GGLL,20,0.07,3,0.176206,0.2075
