is_return,is_sharpe,is_maxdd,is_trades,is_trades_yr,bh_return_is,oos_return,oos_sharpe,oos_maxdd,oos_trades,oos_trades_yr,bh_return,vs_bh,leader,follower,lag,threshold,hold_days,correlation,stability
-50.53,-4.6229,54.49,4,3.3,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.02,10,0.170646,0.1711
-38.78,-3.0604,38.96,4,3.3,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.02,20,0.170646,0.1711
15.01,16.6765,0.0,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.03,1,0.170646,0.1711
-6.3,-2.4152,10.66,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.03,3,0.170646,0.1711
-55.26,-4.9292,55.49,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.03,5,0.170646,0.1711
-91.82,-6.4833,91.82,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.03,10,0.170646,0.1711
-80.05,-3.6688,80.05,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.03,20,0.170646,0.1711
3.19,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.05,1,0.170646,0.1711
-33.05,0.0,33.05,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.05,3,0.170646,0.1711
-77.11,0.0,77.11,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.05,5,0.170646,0.1711
-83.33,0.0,83.33,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.05,10,0.170646,0.1711
-94.96,0.0,94.96,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.05,20,0.170646,0.1711
19.93,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.07,1,0.170646,0.1711
57.64,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.07,3,0.170646,0.1711
38.94,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.07,5,0.170646,0.1711
49.96,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.07,10,0.170646,0.1711
30.32,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,DIA,ETHU,20,0.07,20,0.170646,0.1711
-22.24,-4.6285,22.99,46,60.7,18.85,-3.48,-3.8733,5.26,19,58.4,-3.46,-0.02,ROBN,AAPL,2,0.01,1,0.165919,0.1759
-7.12,-0.3981,19.01,31,40.9,18.85,-0.94,-0.1819,8.68,13,40.0,-3.46,2.53,ROBN,AAPL,2,0.01,3,0.165919,0.1759
13.32,1.1074,13.75,23,30.3,18.85,-3.59,-0.9315,8.07,10,30.7,-3.46,-0.12,ROBN,AAPL,2,0.01,5,0.165919,0.1759
28.77,1.9621,9.67,14,18.5,18.85,-8.2,-2.7664,9.02,6,18.4,-3.46,-4.74,ROBN,AAPL,2,0.01,10,0.165919,0.1759
-0.53,0.0717,12.14,8,10.6,18.85,7.72,2.4792,1.35,3,9.2,-3.46,11.18,ROBN,AAPL,2,0.01,20,0.165919,0.1759
-18.31,-3.6908,19.76,45,59.4,18.85,-4.92,-6.9934,5.33,19,58.4,-3.46,-1.45,ROBN,AAPL,2,0.02,1,0.165919,0.1759
-21.39,-1.4567,35.69,29,38.3,18.85,-0.94,-0.1819,8.68,13,40.0,-3.46,2.53,ROBN,AAPL,2,0.02,3,0.165919,0.1759
-19.13,-1.542,31.19,22,29.0,18.85,-14.53,-3.9613,15.43,10,30.7,-3.46,-11.07,ROBN,AAPL,2,0.02,5,0.165919,0.1759
29.81,2.037,9.67,14,18.5,18.85,-8.2,-2.7664,9.02,6,18.4,-3.46,-4.74,ROBN,AAPL,2,0.02,10,0.165919,0.1759
-0.53,0.0717,12.14,8,10.6,18.85,-0.45,0.0029,7.75,3,9.2,-3.46,3.01,ROBN,AAPL,2,0.02,20,0.165919,0.1759
-19.63,-4.1153,23.05,44,58.1,18.85,-4.83,-6.4806,5.49,19,58.4,-3.46,-1.37,ROBN,AAPL,2,0.03,1,0.165919,0.1759
15.24,1.1885,13.47,28,36.9,18.85,-1.13,-0.1929,10.54,12,36.9,-3.46,2.33,ROBN,AAPL,2,0.03,3,0.165919,0.1759
-29.95,-2.1754,40.23,22,29.0,18.85,-13.81,-3.5652,15.4,10,30.7,-3.46,-10.35,ROBN,AAPL,2,0.03,5,0.165919,0.1759
7.56,0.5274,24.32,14,18.5,18.85,-8.2,-2.7664,9.02,6,18.4,-3.46,-4.74,ROBN,AAPL,2,0.03,10,0.165919,0.1759
-15.08,-0.893,19.17,8,10.6,18.85,-0.45,0.0029,7.75,3,9.2,-3.46,3.01,ROBN,AAPL,2,0.03,20,0.165919,0.1759
-3.31,-0.6433,11.17,40,52.8,18.85,-3.3,-6.4264,3.96,15,46.1,-3.46,0.16,ROBN,AAPL,2,0.05,1,0.165919,0.1759
-10.06,-1.0248,25.51,26,34.3,18.85,2.75,1.5172,4.1,11,33.8,-3.46,6.22,ROBN,AAPL,2,0.05,3,0.165919,0.1759
0.75,0.2164,26.81,22,29.0,18.85,-10.19,-3.6457,11.14,8,24.6,-3.46,-6.73,ROBN,AAPL,2,0.05,5,0.165919,0.1759
-9.36,-0.2547,30.99,14,18.5,18.85,0.7,0.2642,5.1,5,15.4,-3.46,4.16,ROBN,AAPL,2,0.05,10,0.165919,0.1759
-25.0,-1.3307,33.8,7,9.2,18.85,-0.45,0.0029,7.75,3,9.2,-3.46,3.01,ROBN,AAPL,2,0.05,20,0.165919,0.1759
-7.17,-1.8236,10.79,34,44.9,18.85,-4.94,-11.8409,4.94,14,43.0,-3.46,-1.48,ROBN,AAPL,2,0.07,1,0.165919,0.1759
10.86,1.403,11.33,23,30.3,18.85,2.75,1.5172,4.1,11,33.8,-3.46,6.22,ROBN,AAPL,2,0.07,3,0.165919,0.1759
29.46,1.6359,11.2,19,25.1,18.85,-10.19,-3.6457,11.14,8,24.6,-3.46,-6.73,ROBN,AAPL,2,0.07,5,0.165919,0.1759
-2.31,-0.0385,20.48,11,14.5,18.85,-0.0,0.073,5.6,5,15.4,-3.46,3.46,ROBN,AAPL,2,0.07,10,0.165919,0.1759
9.66,0.6663,13.63,7,9.2,18.85,-0.45,0.0029,7.75,3,9.2,-3.46,3.01,ROBN,AAPL,2,0.07,20,0.165919,0.1759
75.46,6.9463,16.77,13,10.7,-51.38,-11.08,-0.5149,28.88,5,9.5,-86.01,74.93,SPXL,ETHU,20,0.01,1,0.155668,0.1866
-61.01,-6.774,63.73,12,9.9,-51.38,19.58,3.4148,8.67,5,9.5,-86.01,105.59,SPXL,ETHU,20,0.01,3,0.155668,0.1866
-101.28,-2.1168,101.28,11,9.1,-51.38,-2.86,-0.3744,10.72,4,7.6,-86.01,83.16,SPXL,ETHU,20,0.01,5,0.155668,0.1866
31.92,1.2157,64.11,9,7.4,-51.38,27.42,1.6778,25.37,4,7.6,-86.01,113.43,SPXL,ETHU,20,0.01,10,0.155668,0.1866
-99.95,-1.4918,99.97,7,5.8,-51.38,-66.6,-2.7672,66.6,3,5.7,-86.01,19.42,SPXL,ETHU,20,0.01,20,0.155668,0.1866
-3.68,0.2983,26.79,12,9.9,-51.38,11.38,3.8401,14.66,5,9.5,-86.01,97.4,SPXL,ETHU,20,0.02,1,0.155668,0.1866
-31.74,-0.8274,41.61,12,9.9,-51.38,-6.93,-0.6289,18.14,4,7.6,-86.01,79.08,SPXL,ETHU,20,0.02,3,0.155668,0.1866
57.24,2.5924,21.94,10,8.2,-51.38,43.83,3.2293,14.99,4,7.6,-86.01,129.84,SPXL,ETHU,20,0.02,5,0.155668,0.1866
-29.79,-0.0045,64.79,9,7.4,-51.38,30.05,11.0796,0.0,3,5.7,-86.01,116.06,SPXL,ETHU,20,0.02,10,0.155668,0.1866
-107.14,-0.7789,103.84,7,5.8,-51.38,80.42,3.8595,0.0,3,5.7,-86.01,166.44,SPXL,ETHU,20,0.02,20,0.155668,0.1866
10.38,2.3476,22.94,10,8.2,-51.38,22.14,8.565,6.42,4,7.6,-86.01,108.16,SPXL,ETHU,20,0.03,1,0.155668,0.1866
-38.29,-2.1249,46.45,10,8.2,-51.38,28.89,12.0007,0.0,3,5.7,-86.01,114.9,SPXL,ETHU,20,0.03,3,0.155668,0.1866
-41.88,-1.4361,47.12,9,7.4,-51.38,6.99,1.3785,13.69,3,5.7,-86.01,93.0,SPXL,ETHU,20,0.03,5,0.155668,0.1866
-89.75,-1.2937,92.53,8,6.6,-51.38,19.22,1.4899,19.93,3,5.7,-86.01,105.23,SPXL,ETHU,20,0.03,10,0.155668,0.1866
-29.11,-0.7772,37.98,6,4.9,-51.38,103.27,5.0818,0.0,2,3.8,-86.01,189.28,SPXL,ETHU,20,0.03,20,0.155668,0.1866
-1.54,-0.0746,15.12,7,5.8,-51.38,-7.75,-17.6346,7.75,2,3.8,-86.01,78.26,SPXL,ETHU,20,0.05,1,0.155668,0.1866
-36.38,-6.5674,37.59,7,5.8,-51.38,10.82,13.374,0.0,2,3.8,-86.01,96.84,SPXL,ETHU,20,0.05,3,0.155668,0.1866
-61.27,-2.4017,66.43,7,5.8,-51.38,2.32,0.7573,13.69,2,3.8,-86.01,88.34,SPXL,ETHU,20,0.05,5,0.155668,0.1866
166.66,3.4681,30.12,7,5.8,-51.38,11.04,1.1356,19.93,2,3.8,-86.01,97.05,SPXL,ETHU,20,0.05,10,0.155668,0.1866
205.56,2.091,51.15,5,4.1,-51.38,22.39,0.0,0.0,1,1.9,-86.01,108.4,SPXL,ETHU,20,0.05,20,0.155668,0.1866
54.4,15.4501,1.54,6,4.9,-51.38,-6.42,0.0,6.42,1,1.9,-86.01,79.6,SPXL,ETHU,20,0.07,1,0.155668,0.1866
0.53,0.5039,14.61,5,4.1,-51.38,2.73,0.0,0.0,1,1.9,-86.01,88.75,SPXL,ETHU,20,0.07,3,0.155668,0.1866
-5.7,-0.457,21.44,5,4.1,-51.38,18.56,0.0,0.0,1,1.9,-86.01,104.57,SPXL,ETHU,20,0.07,5,0.155668,0.1866
-50.53,-4.6229,54.49,4,3.3,-51.38,38.67,0.0,0.0,1,1.9,-86.01,124.69,SPXL,ETHU,20,0.07,10,0.155668,0.1866
-38.78,-3.0604,38.96,4,3.3,-51.38,22.39,0.0,0.0,1,1.9,-86.01,108.4,SPXL,ETHU,20,0.07,20,0.155668,0.1866
386.97,4.7225,3.45,11,14.5,0.0,-2.48,0.0,2.48,5,15.2,0.0,-2.48,ROBN,BIMI,14,0.01,1,0.131606,0.2204
-4.89,-5.012225964612419e+16,4.89,10,13.2,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.01,3,0.131606,0.2204
-99.72,-1.2596,99.86,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.01,5,0.131606,0.2204
-99.07,-0.896,99.51,7,9.2,0.0,-1.49,0.0,1.49,3,9.1,0.0,-1.49,ROBN,BIMI,14,0.01,10,0.131606,0.2204
144.09,1.9779,50.5,5,6.6,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.01,20,0.131606,0.2204
68.87,4.4491,3.45,11,14.5,0.0,-2.48,0.0,2.48,5,15.2,0.0,-2.48,ROBN,BIMI,14,0.02,1,0.131606,0.2204
-4.89,-5.012225964612419e+16,4.89,10,13.2,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.02,3,0.131606,0.2204
-99.72,-1.2596,99.86,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.02,5,0.131606,0.2204
-99.07,-0.896,99.51,7,9.2,0.0,-1.49,0.0,1.49,3,9.1,0.0,-1.49,ROBN,BIMI,14,0.02,10,0.131606,0.2204
144.09,1.9779,50.5,5,6.6,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.02,20,0.131606,0.2204
68.87,4.4491,3.45,11,14.5,0.0,-2.48,0.0,2.48,5,15.2,0.0,-2.48,ROBN,BIMI,14,0.03,1,0.131606,0.2204
-4688.75,-2.9012,4852.62,10,13.2,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.03,3,0.131606,0.2204
265.02,3.4868,2.96,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.03,5,0.131606,0.2204
-60.13,-1.1426,67.66,7,9.2,0.0,-1.49,0.0,1.49,3,9.1,0.0,-1.49,ROBN,BIMI,14,0.03,10,0.131606,0.2204
-84.03,-0.721,92.0,5,6.6,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.03,20,0.131606,0.2204
-1931.36,-4.7993,1996.76,11,14.5,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.05,1,0.131606,0.2204
-97.26,-0.2706,98.54,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.05,3,0.131606,0.2204
265.02,3.4868,2.96,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.05,5,0.131606,0.2204
-60.13,-1.1426,67.66,7,9.2,0.0,-1.49,0.0,1.49,3,9.1,0.0,-1.49,ROBN,BIMI,14,0.05,10,0.131606,0.2204
-84.03,-0.721,92.0,5,6.6,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.05,20,0.131606,0.2204
-97.1,-5.2801,97.1,10,13.2,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.07,1,0.131606,0.2204
-94.5,1.5406,98.54,9,11.9,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.07,3,0.131606,0.2204
-303.24,-2.5424,308.4,8,10.6,0.0,-1.99,0.0,1.99,4,12.1,0.0,-1.99,ROBN,BIMI,14,0.07,5,0.131606,0.2204
-94.11,0.0004,97.05,7,9.2,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.07,10,0.131606,0.2204
-36.61,0.6981,83.83,5,6.6,0.0,-1.0,0.0,1.0,2,6.1,0.0,-1.0,ROBN,BIMI,14,0.07,20,0.131606,0.2204
-25.82,-7.4119,27.91,8,10.6,20.09,-7.84,-9.5986,7.84,3,9.1,-67.03,59.19,ROBN,BTDR,20,0.01,1,0.183298,0.1582
-39.86,-6.3271,39.86,7,9.2,20.09,-15.21,-1.6373,27.8,3,9.1,-67.03,51.82,ROBN,BTDR,20,0.01,3,0.183298,0.1582
-45.49,-5.3851,45.49,7,9.2,20.09,-12.87,-3.004,18.56,3,9.1,-67.03,54.16,ROBN,BTDR,20,0.01,5,0.183298,0.1582
16.62,0.9901,12.11,6,7.9,20.09,-31.24,-13.6532,31.24,2,6.1,-67.03,35.79,ROBN,BTDR,20,0.01,10,0.183298,0.1582
-48.44,-5.973,48.44,4,5.3,20.09,34.47,2.2717,1.84,2,6.1,-67.03,101.5,ROBN,BTDR,20,0.01,20,0.183298,0.1582
1.93,1.0303,7.69,8,10.6,20.09,-7.84,-9.5986,7.84,3,9.1,-67.03,59.19,ROBN,BTDR,20,0.02,1,0.183298,0.1582
-12.6,-0.9501,26.88,7,9.2,20.09,-15.21,-1.6373,27.8,3,9.1,-67.03,51.82,ROBN,BTDR,20,0.02,3,0.183298,0.1582
-48.27,-6.236,48.27,7,9.2,20.09,-12.87,-3.004,18.56,3,9.1,-67.03,54.16,ROBN,BTDR,20,0.02,5,0.183298,0.1582
13.76,0.8932,13.44,6,7.9,20.09,-31.24,-13.6532,31.24,2,6.1,-67.03,35.79,ROBN,BTDR,20,0.02,10,0.183298,0.1582
-48.44,-5.973,48.44,4,5.3,20.09,34.47,2.2717,1.84,2,6.1,-67.03,101.5,ROBN,BTDR,20,0.02,20,0.183298,0.1582
3.78,1.6359,14.82,8,10.6,20.09,-7.84,-9.5986,7.84,3,9.1,-67.03,59.19,ROBN,BTDR,20,0.03,1,0.183298,0.1582
-18.98,-2.0454,32.22,7,9.2,20.09,-15.21,-1.6373,27.8,3,9.1,-67.03,51.82,ROBN,BTDR,20,0.03,3,0.183298,0.1582
-54.11,-10.5502,54.11,7,9.2,20.09,-12.87,-3.004,18.56,3,9.1,-67.03,54.16,ROBN,BTDR,20,0.03,5,0.183298,0.1582
61.86,2.7182,11.19,5,6.6,20.09,-31.24,-13.6532,31.24,2,6.1,-67.03,35.79,ROBN,BTDR,20,0.03,10,0.183298,0.1582
-8.27,0.2308,41.48,4,5.3,20.09,30.89,2.247,1.84,2,6.1,-67.03,97.92,ROBN,BTDR,20,0.03,20,0.183298,0.1582
26.34,10.338,3.79,8,10.6,20.09,-0.61,-0.1544,7.14,3,9.1,-67.03,66.42,ROBN,BTDR,20,0.05,1,0.183298,0.1582
-45.58,-13.8089,45.58,7,9.2,20.09,-16.21,-1.8998,27.8,3,9.1,-67.03,50.82,ROBN,BTDR,20,0.05,3,0.183298,0.1582
-2.29,0.0417,22.95,7,9.2,20.09,-18.56,-25.941,18.56,2,6.1,-67.03,48.47,ROBN,BTDR,20,0.05,5,0.183298,0.1582
39.63,2.2239,11.19,5,6.6,20.09,-31.24,-13.6532,31.24,2,6.1,-67.03,35.79,ROBN,BTDR,20,0.05,10,0.183298,0.1582
-8.27,0.2308,41.48,4,5.3,20.09,30.89,2.247,1.84,2,6.1,-67.03,97.92,ROBN,BTDR,20,0.05,20,0.183298,0.1582
-21.74,-7.4371,25.57,7,9.2,20.09,-6.56,-4.98,11.39,3,9.1,-67.03,60.47,ROBN,BTDR,20,0.07,1,0.183298,0.1582
-11.62,-1.9728,17.17,7,9.2,20.09,-25.48,-5.3508,27.8,3,9.1,-67.03,41.54,ROBN,BTDR,20,0.07,3,0.183298,0.1582
-52.25,-5.0324,54.2,6,7.9,20.09,-3.82,-1.4259,7.85,2,6.1,-67.03,63.21,ROBN,BTDR,20,0.07,5,0.183298,0.1582
-51.85,-3.1842,58.47,5,6.6,20.09,-31.24,-13.6532,31.24,2,6.1,-67.03,35.79,ROBN,BTDR,20,0.07,10,0.183298,0.1582
-65.14,-2.9602,65.14,4,5.3,20.09,30.89,2.247,1.84,2,6.1,-67.03,97.92,ROBN,BTDR,20,0.07,20,0.183298,0.1582
10.38,2.3476,22.94,10,8.2,-51.38,22.14,8.565,6.42,4,7.6,-86.01,108.16,SPY,ETHU,20,0.01,1,0.156415,0.1851
-30.35,-1.3189,45.15,10,8.2,-51.38,28.89,12.0007,0.0,3,5.7,-86.01,114.9,SPY,ETHU,20,0.01,3,0.156415,0.1851
-41.88,-1.4361,47.12,9,7.4,-51.38,6.99,1.3785,13.69,3,5.7,-86.01,93.0,SPY,ETHU,20,0.01,5,0.156415,0.1851
-89.75,-1.2937,92.53,8,6.6,-51.38,19.22,1.4899,19.93,3,5.7,-86.01,105.23,SPY,ETHU,20,0.01,10,0.156415,0.1851
-29.11,-0.7772,37.98,6,4.9,-51.38,103.27,5.0818,0.0,2,3.8,-86.01,189.28,SPY,ETHU,20,0.01,20,0.156415,0.1851
75.29,20.86,0.0,7,5.8,-51.38,-7.75,-17.6346,7.75,2,3.8,-86.01,78.26,SPY,ETHU,20,0.02,1,0.156415,0.1851
3.96,1.0853,11.65,7,5.8,-51.38,10.82,13.374,0.0,2,3.8,-86.01,96.84,SPY,ETHU,20,0.02,3,0.156415,0.1851
22.38,2.4635,17.03,7,5.8,-51.38,2.32,0.7573,13.69,2,3.8,-86.01,88.34,SPY,ETHU,20,0.02,5,0.156415,0.1851
-35.76,-2.1326,47.09,4,3.3,-51.38,11.04,1.1356,19.93,2,3.8,-86.01,97.05,SPY,ETHU,20,0.02,10,0.156415,0.1851
-28.84,-1.2941,38.96,4,3.3,-51.38,22.39,0.0,0.0,1,1.9,-86.01,108.4,SPY,ETHU,20,0.02,20,0.156415,0.1851
4.67,273.9793,0.0,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.03,1,0.156415,0.1851
-14.08,-3.7297,18.07,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.03,3,0.156415,0.1851
-63.81,-10.1207,63.81,2,1.6,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.03,5,0.156415,0.1851
-88.94,0.0,88.94,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.03,10,0.156415,0.1851
-76.69,0.0,76.69,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.03,20,0.156415,0.1851
3.19,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.05,1,0.156415,0.1851
-33.05,0.0,33.05,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.05,3,0.156415,0.1851
-77.11,0.0,77.11,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.05,5,0.156415,0.1851
-83.33,0.0,83.33,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.05,10,0.156415,0.1851
-94.96,0.0,94.96,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.05,20,0.156415,0.1851
19.93,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.07,1,0.156415,0.1851
57.64,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.07,3,0.156415,0.1851
38.94,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.07,5,0.156415,0.1851
49.96,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.07,10,0.156415,0.1851
30.32,0.0,0.0,1,0.8,-51.38,0.0,0.0,0.0,0,0.0,-86.01,86.01,SPY,ETHU,20,0.07,20,0.156415,0.1851
40.44,3.8096,21.89,27,37.4,39.1,-0.58,0.1271,7.45,11,35.5,-34.92,34.34,BRK-B,FNGU,3,0.01,1,-0.214851,0.1337
5.34,0.6602,20.64,18,24.9,39.1,-13.44,-3.0191,19.83,8,25.8,-34.92,21.48,BRK-B,FNGU,3,0.01,3,-0.214851,0.1337
17.32,1.0315,32.12,16,22.2,39.1,8.44,2.4248,4.49,7,22.6,-34.92,43.36,BRK-B,FNGU,3,0.01,5,-0.214851,0.1337
-38.41,-1.0452,51.45,11,15.2,39.1,52.98,11.0379,0.0,4,12.9,-34.92,87.9,BRK-B,FNGU,3,0.01,10,-0.214851,0.1337
-24.34,-0.5532,29.8,6,8.3,39.1,15.16,1.405,10.27,3,9.7,-34.92,50.09,BRK-B,FNGU,3,0.01,20,-0.214851,0.1337
18.15,4.6157,12.23,8,11.1,39.1,-0.52,-1.5876,1.98,2,6.5,-34.92,34.4,BRK-B,FNGU,3,0.02,1,-0.214851,0.1337
-48.07,-5.451,50.12,6,8.3,39.1,-16.54,-15.0779,16.54,2,6.5,-34.92,18.38,BRK-B,FNGU,3,0.02,3,-0.214851,0.1337
-34.98,-3.8017,34.98,6,8.3,39.1,-6.51,-1.4552,12.55,2,6.5,-34.92,28.41,BRK-B,FNGU,3,0.02,5,-0.214851,0.1337
-46.85,-4.8089,48.97,5,6.9,39.1,-7.06,-0.8973,14.43,2,6.5,-34.92,27.86,BRK-B,FNGU,3,0.02,10,-0.214851,0.1337
-44.64,-8.5371,44.64,3,4.2,39.1,-11.48,0.0,11.48,1,3.2,-34.92,23.44,BRK-B,FNGU,3,0.02,20,-0.214851,0.1337
16.24,13.6702,0.0,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.03,1,-0.214851,0.1337
-19.4,-4.4814,19.4,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.03,3,-0.214851,0.1337
-20.18,-2.441,20.18,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.03,5,-0.214851,0.1337
-43.43,-8.1121,43.43,3,4.2,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.03,10,-0.214851,0.1337
-39.04,-1333.0682,39.04,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.03,20,-0.214851,0.1337
14.07,14.4849,0.0,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.05,1,-0.214851,0.1337
-13.5,-3.0513,19.05,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.05,3,-0.214851,0.1337
-8.4,-0.8308,19.74,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.05,5,-0.214851,0.1337
-22.99,-6.8658,22.99,2,2.8,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.05,10,-0.214851,0.1337
-21.88,0.0,21.88,1,1.4,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.05,20,-0.214851,0.1337
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.07,1,-0.214851,0.1337
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.07,3,-0.214851,0.1337
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.07,5,-0.214851,0.1337
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.07,10,-0.214851,0.1337
0.0,0.0,0.0,0,0.0,39.1,0.0,0.0,0.0,0,0.0,-34.92,34.92,BRK-B,FNGU,3,0.07,20,-0.214851,0.1337
-5.29,-3.4448,7.06,19,26.3,-11.18,-3.41,-8.7103,4.31,7,22.6,7.52,-10.93,FNGU,COST,7,0.01,1,-0.156156,0.1833
-11.36,-2.3743,16.76,16,22.2,-11.18,-5.6,-10.7129,5.6,6,19.4,7.52,-13.12,FNGU,COST,7,0.01,3,-0.156156,0.1833
-4.84,-0.6524,14.79,13,18.0,-11.18,-4.71,-1.7303,5.41,5,16.2,7.52,-12.23,FNGU,COST,7,0.01,5,-0.156156,0.1833
12.15,1.3395,6.29,9,12.5,-11.18,-4.45,-2.1951,6.17,4,12.9,7.52,-11.97,FNGU,COST,7,0.01,10,-0.156156,0.1833
3.88,0.5678,8.02,6,8.3,-11.18,16.67,6.5086,0.0,2,6.5,7.52,9.15,FNGU,COST,7,0.01,20,-0.156156,0.1833
